date,review,cleaned_review
il y a 6 mois,"C'est hyper copieux, pas cher, le service est hyper sympa et rapide.
Ça mériterait d'avoir un tout petit plus d'épices et de saveur mais je regrette pas d'y avoir dîner !
Merci",cest hyper copieux pas cher le service est hyper sympa et rapide ca meriterait davoir un tout petit plus depices et de saveur mais je regrette pas dy avoir diner merci
il y a un mois,"Toujours aussi bon que ce soit les quesadillas ou les nachos, portions généreuses à petit prix, top",toujours aussi bon que ce soit les quesadillas ou les nachos portions genereuses a petit prix top
il y a 7 mois,"PARFAIT. service rapide, les tacos sont BIIIEN garnis, super bon et accueil chaleureux
La vérité c’est encore meilleur qu’au Mexique 😂 …",parfait service rapide les tacos sont biiien garnis super bon et accueil chaleureux la verite cest encore meilleur quau mexique
il y a un mois,"Rien à dire. Rapide, délicieux, bonne ambiance ! A recommander vivement",rien a dire rapide delicieux bonne ambiance a recommander vivement
il y a 4 mois,"Service tres rapide, personnel tres gentil, tres bon rapport qualité prix
Les burritos sont copieux et très bons ca cale bien
JE RECOMMANDE !!",service tres rapide personnel tres gentil tres bon rapport qualite prix les burritos sont copieux et tres bons ca cale bien je recommande
il y a 3 mois,"Burrito et quesadilla sans goût très fade , aucune saveur ni sauce, c’est sec, j’aurais mis du riz dans une baguette ça aurait été la même chose
Première et dernière fois",burrito et quesadilla sans gout tres fade aucune saveur ni sauce cest sec jaurais mis du riz dans une baguette ca aurait ete la meme chose premiere et derniere fois
il y a 8 mois,"Personnel très gentil et accueillant, rapport qualité / prix au top ! Les tarifs sont ultra abordables et c’est un vrai régal !! Les plats proposés sont originaux et particulièrement bons Nourriture de qualité et halal 👍🏼Déjà très satisfaite lors de ma première venue il y a 3 ans, après y être retournée je recommande à 100% …",personnel tres gentil et accueillant rapport qualite prix au top les tarifs sont ultra abordables et cest un vrai regal les plats proposes sont originaux et particulierement bons nourriture de qualite et halal deja tres satisfaite lors de ma premiere venue il y a ans apres y etre retournee je recommande a
il y a 6 mois,"Un régal ! Produits de très bonne qualité, service rapide malgré le monde. Rien à voir avec tous les pseudos tacos qu'on trouve désormais à tous les coins de rue. Excellente découverte, un vrai mexicain à Marseille ☺️",un regal produits de tres bonne qualite service rapide malgre le monde rien a voir avec tous les pseudos tacos quon trouve desormais a tous les coins de rue excellente decouverte un vrai mexicain a marseille
il y a une semaine,"Accueil chaleureux et mets de qualité, continuez comme ça !",accueil chaleureux et mets de qualite continuez comme ca
il y a un mois,Meilleur mexicain halal de marseille,meilleur mexicain halal de marseille
il y a un mois,"Service Rapide et efficace,
Burritos authentiques et délicieux 🤤 sans hésitations …",service rapide et efficace burritos authentiques et delicieux sans hesitations
il y a 3 mois,"Bababah ! Meilleurs endroit pour manger mexicain à Marseille, la carte est pas grande mais les produits sont frais et gavé bonss tout en étant pas cher !",bababah meilleurs endroit pour manger mexicain a marseille la carte est pas grande mais les produits sont frais et gave bonss tout en etant pas cher
il y a 5 mois,Tout est excellent ici et l'équipe est super! Je vous recommande quand même la quesadilla poulet et les nachos avec fromage fondu et guacamole 😍 …,tout est excellent ici et lequipe est super je vous recommande quand meme la quesadilla poulet et les nachos avec fromage fondu et guacamole
il y a 4 ans,Très bon 😋 et pas cher. Avec un budget de 5€ vous pouvez vous régalé les papilles. Le personnel est agréable. Vous pouvez vous restaurer en terrasse ou à l'intérieur. Je vous le recommande …,tres bon et pas cher avec un budget de vous pouvez vous regale les papilles le personnel est agreable vous pouvez vous restaurer en terrasse ou a linterieur je vous le recommande
il y a 4 ans,Pour les amoureux de la cuisine mexicaine voici une adresse à ne pas manquer. Les produits sont frais et l'accueil sera aussi chaleureux que le mexique. Les tarifs sont tres raisonnable et nous permette de voyager a moindre frais. Une adresse a retenir pour les aficionados de la cuisne mexicaine 😈 …,pour les amoureux de la cuisine mexicaine voici une adresse a ne pas manquer les produits sont frais et laccueil sera aussi chaleureux que le mexique les tarifs sont tres raisonnable et nous permette de voyager a moindre frais une adresse a retenir pour les aficionados de la cuisne mexicaine
il y a 7 mois,"Super restaurant, la nourriture y est excellente et les repas sont servis très rapidement. Les prix sont plus qu'abordables & les quantités généreuses. Je recommande à 10000%",super restaurant la nourriture y est excellente et les repas sont servis tres rapidement les prix sont plus quabordables les quantites genereuses je recommande a
il y a 5 mois,"Sur place ou à emporter, toujours un régal, ouvert de midi à 23h
Les quesadillas sont délicieux, au choix boeuf poulet végétarien",sur place ou a emporter toujours un regal ouvert de midi a h les quesadillas sont delicieux au choix boeuf poulet vegetarien
il y a 6 mois,"Magnifique ! J’y suis passé hier par hasard et j’ai adoré 🥰 tout particulièrement les nachos et la salade, nous étions tous comblés, je recommande vivement ! …",magnifique jy suis passe hier par hasard et jai adore tout particulierement les nachos et la salade nous etions tous combles je recommande vivement
il y a 7 mois,"Endroit très animé. Un peu déçue de la quesadillas que je trouve fade. J'y préfère le cheddar que l'Emmental sans goût.
Commandes au comptoir et la nourriture nous est livrée dehors en sac. …",endroit tres anime un peu decue de la quesadillas que je trouve fade jy prefere le cheddar que lemmental sans gout commandes au comptoir et la nourriture nous est livree dehors en sac
il y a un an,Super bon équipe au top lieu très propre et convivial frais et fait maison,super bon equipe au top lieu tres propre et convivial frais et fait maison
il y a 2 ans,Bonne adresse pour déguster des tacos ( entre autres ) avec une équipe très accueillante et des prix cools.,bonne adresse pour deguster des tacos entre autres avec une equipe tres accueillante et des prix cools
il y a 2 mois,"Meilleurs bon plan de Marseille, c'est bon et pas cher. Service sympathique.",meilleurs bon plan de marseille cest bon et pas cher service sympathique
il y a 4 mois,"Super acceuil, rapport qualité prix
Tip top, on s est regale, C est excellent🤩🤩🤙 …",super acceuil rapport qualite prix tip top on s est regale c est excellent
il y a 8 mois,"Très bons burrito, on mange bien pour un prix très convenable et le personnel est accueillant ! Bonne adresse à avoir sous le coude pour manger sur le pouce ou dans une ambiance de quartier en terrasse. Les nachos cependant pourraient être meilleurs (froid et un peu sec)",tres bons burrito on mange bien pour un prix tres convenable et le personnel est accueillant bonne adresse a avoir sous le coude pour manger sur le pouce ou dans une ambiance de quartier en terrasse les nachos cependant pourraient etre meilleurs froid et un peu sec
il y a 3 mois,"Un burrito pas bon du tout sans goût, très déçue.",un burrito pas bon du tout sans gout tres decue
il y a 5 ans,"Petit resto très sympa, cela manque un petit peu de saveurs mais c'est tout de même tres bons  ! Ils font également d'excellents jus de fruits frais. En prime le chef saura vous conseiller pour votre commande.",petit resto tres sympa cela manque un petit peu de saveurs mais cest tout de meme tres bons ils font egalement dexcellents jus de fruits frais en prime le chef saura vous conseiller pour votre commande
il y a 8 mois,"Excellent !
Super accueil !
prix très correct …",excellent super accueil prix tres correct
il y a 5 mois,"Le bœuf effiloché est bon, c'est copieux et ca change un peu. En plus le type est sympa",le boeuf effiloche est bon cest copieux et ca change un peu en plus le type est sympa
il y a 3 mois,"Excellent petit snack mexicain, tout est frais et délicieux !",excellent petit snack mexicain tout est frais et delicieux
il y a 2 mois,J'adore cette endroit là meilleur bouffe et meilleur team 👌🏽👌🏽⭐⭐⭐⭐⭐ …,jadore cette endroit la meilleur bouffe et meilleur team
il y a un an,Tres agréable l'équipe super cool endroit propre,tres agreable lequipe super cool endroit propre
il y a un an,"Absolument exceptionnel ! Étant un habitué depuis des années, je ne peux que saluer l’excellent travail pratiqué par toute l’équipe ! La qualité des aliments hyper frais et goûteux, le service impeccable, la réactivité, la propreté, et le …",absolument exceptionnel etant un habitue depuis des annees je ne peux que saluer lexcellent travail pratique par toute lequipe la qualite des aliments hyper frais et gouteux le service impeccable la reactivite la proprete et le
il y a 10 mois,"c'était super bon, on a pris deux burrito et deux tacos, le rapport qualité-prix est excellent je trouve, c'est vraiment pas chère. les toilettes mériteraient d'être refaite mais c'est qu'un détail. si vous êtes de passage à Marseille ça en vaut le détour",cetait super bon on a pris deux burrito et deux tacos le rapport qualiteprix est excellent je trouve cest vraiment pas chere les toilettes meriteraient detre refaite mais cest quun detail si vous etes de passage a marseille ca en vaut le detour
il y a 9 mois,3 fois que je viens et je reviendrai ! je n'ai jamais été déçu la nourriture est super bonne (quesadilla poulet mon fav). et l'accueil est parfait ils sont très agréable ! je recommande,fois que je viens et je reviendrai je nai jamais ete decu la nourriture est super bonne quesadilla poulet mon fav et laccueil est parfait ils sont tres agreable je recommande
il y a 7 mois,"Super bon, très bon rapport qualité/prix, bien situé pour pouvoir manger et sortie au cours Ju",super bon tres bon rapport qualiteprix bien situe pour pouvoir manger et sortie au cours ju
il y a 9 mois,"génial ! un bon burrito pas cher, servi rapidement, dans un cadre sympa, que demander de plus ? on sent que les produits sont frais, le guacamole est extra ( ça change des restaurants avec leur guacamole industriel ). si vous cherchez à manger bien et pour pas cher, vous DEVEZ venir ici.",genial un bon burrito pas cher servi rapidement dans un cadre sympa que demander de plus on sent que les produits sont frais le guacamole est extra ca change des restaurants avec leur guacamole industriel si vous cherchez a manger bien et pour pas cher vous devez venir ici
il y a 4 mois,Dimanche pas ouvert de 12h à 23h30 ! Dommage de faire le déplacement pour rien,dimanche pas ouvert de h a h dommage de faire le deplacement pour rien
il y a 10 mois,"Super restaurant , avec des nachos bien remplie de cheddar , les tacos sont un pur délice pour les papilles gustatives. Les prix ne sont pas élevé du tout c'est plus que abordable. Bref restaurant a faire situer juste a Cours Julien même, …",super restaurant avec des nachos bien remplie de cheddar les tacos sont un pur delice pour les papilles gustatives les prix ne sont pas eleve du tout cest plus que abordable bref restaurant a faire situer juste a cours julien meme
il y a 6 mois,"J'ai adoré, j'adore manger mexicain. Nachos très bonnes et burrito aussi.
Ça ne piquait pas beaucoup seulement, j'ai du rajouter du tabasco.",jai adore jadore manger mexicain nachos tres bonnes et burrito aussi ca ne piquait pas beaucoup seulement jai du rajouter du tabasco
il y a 2 mois,Le meilleur burrito 🌯 que j'ai jamais mangé …,le meilleur burrito que jai jamais mange
il y a un an,"Lieu très sympathique et accueillant.
Le rapport qualité/quantité/prix est excellent. Il y a du choix et les produits sont frais. C'est selon moi l'un des meilleurs fast-food de Marseille. …",lieu tres sympathique et accueillant le rapport qualitequantiteprix est excellent il y a du choix et les produits sont frais cest selon moi lun des meilleurs fastfood de marseille
il y a 3 mois,"Commande rapide
Personnel sympatique et à l'écoute
Produit frais et bon",commande rapide personnel sympatique et a lecoute produit frais et bon
il y a 4 semaines,"Très bon restaurant mexicain, je recommande",tres bon restaurant mexicain je recommande
il y a 8 mois,"Un mexicain a marseille qui fait du bonheur, moi à chaque fois que j'y vais je repars bien content ! De la bonne bouffe , un régal... Hygiène au top, accueil au top.
Un grand merci",un mexicain a marseille qui fait du bonheur moi a chaque fois que jy vais je repars bien content de la bonne bouffe un regal hygiene au top accueil au top un grand merci
il y a un an,"la devanture ne paye pas de mine mais les burritos sont assez bons et les prix sont très corrects.
le sandwich est bien garni et l'assaisonnement est bon. …",la devanture ne paye pas de mine mais les burritos sont assez bons et les prix sont tres corrects le sandwich est bien garni et lassaisonnement est bon
il y a 11 mois,"C est généreux mais ca ne vaut pas 5*.
Il y a malheureusement un probleme dans la promesse car il n y a pas de saveur mexicaine dans ces sandwichs, cela trompe peut etre beaucoup de monde ici mais ne …",c est genereux mais ca ne vaut pas il y a malheureusement un probleme dans la promesse car il n y a pas de saveur mexicaine dans ces sandwichs cela trompe peut etre beaucoup de monde ici mais ne
il y a un an,Snack original. Nourriture bien préparée et accueil au top,snack original nourriture bien preparee et accueil au top
il y a 3 mois,Pourquoi etre sur deliveroo si vous ne validez pas les commandes ?,pourquoi etre sur deliveroo si vous ne validez pas les commandes
il y a 7 mois,Nous nous attendions à une déco plus méxicaine et pour ce qui est de la nourriture c'est bon mais simple En contre partie l'accueil été bon et le service rapide,nous nous attendions a une deco plus mexicaine et pour ce qui est de la nourriture cest bon mais simple en contre partie laccueil ete bon et le service rapide
il y a 11 mois,"En plus de se rassasier, ce mexicain sait nous faire plaisir aux papilles.
Un lieu qui n'a cessé de s'améliorer au fil des années, autant au niveau du cadre que de la prise en charge des clients.
Seul bémol, l'espace est un peu étriqué.",en plus de se rassasier ce mexicain sait nous faire plaisir aux papilles un lieu qui na cesse de sameliorer au fil des annees autant au niveau du cadre que de la prise en charge des clients seul bemol lespace est un peu etrique
il y a un an,"Plutôt déçue par le manque d'épices et de piment.  Le guacamole doit être un mélange de courgettes et d'avocat... très peu goûteux. Ce n'est pas mauvais, mais ça manque cruellement de goût, dommage. Je testais pour passer une grande commande mais je ne pense pas commander à nouveau",plutot decue par le manque depices et de piment le guacamole doit etre un melange de courgettes et davocat tres peu gouteux ce nest pas mauvais mais ca manque cruellement de gout dommage je testais pour passer une grande commande mais je ne pense pas commander a nouveau
il y a 6 mois,"Très sympathique, je recommande à 100%, le personnel est très gentil. Les prix sont très accessibles et on se régale !",tres sympathique je recommande a le personnel est tres gentil les prix sont tres accessibles et on se regale
il y a 10 mois,"Rien de mieux qu'un bon gros burrito délicieux pour t'assurer une bonne soirée! Non seulement la nourriture est saine et bien nourissante, c'est savoureux, le service est tarpin rapide et bienveillant.",rien de mieux quun bon gros burrito delicieux pour tassurer une bonne soiree non seulement la nourriture est saine et bien nourissante cest savoureux le service est tarpin rapide et bienveillant
il y a 11 mois,"Super, j'ai pris une salade et mon copain un burrito c'était très bon, le personnel sympathique et accueillant ! Bon rapport qualité prix et quantité prix, options végétariennes, je recommande !",super jai pris une salade et mon copain un burrito cetait tres bon le personnel sympathique et accueillant bon rapport qualite prix et quantite prix options vegetariennes je recommande
il y a un an,"J'ai découvert ce snack grâce aux nombreuses étoiles... Nous n'avons pas été déçus, nous avons essayé de goûter à toutes les spécialités... Tout a été délicieux... Juste top... sans chichi et l'accueil top ! Je recommande",jai decouvert ce snack grace aux nombreuses etoiles nous navons pas ete decus nous avons essaye de gouter a toutes les specialites tout a ete delicieux juste top sans chichi et laccueil top je recommande
il y a 11 mois,"À Marseille de passage, c’était un réel bonheur de pouvoir manger un burrito avec un rapport qualité/prix imbattable ! Le personnel était aussi très sympa, je recommande 🤩 …",a marseille de passage cetait un reel bonheur de pouvoir manger un burrito avec un rapport qualiteprix imbattable le personnel etait aussi tres sympa je recommande
il y a 11 mois,"Sympa de trouver des vrais tacos mexicain, ils sont très bon juste dommage que les produits utilisés ne soit pas de très bonne qualité, quitte à ce que ça ce ressente sur l'addition et surtout les nachos ne sont pas a la hauteur, ils sont …",sympa de trouver des vrais tacos mexicain ils sont tres bon juste dommage que les produits utilises ne soit pas de tres bonne qualite quitte a ce que ca ce ressente sur laddition et surtout les nachos ne sont pas a la hauteur ils sont
il y a 5 mois,Très correct pour un snack ça change du classic pizza kebab tacos,tres correct pour un snack ca change du classic pizza kebab tacos
il y a 8 mois,"10/10 rapport qualité prix excellent personnel aimable et professionnel
Les produits sont frais et les quantités sont plus que convenables",rapport qualite prix excellent personnel aimable et professionnel les produits sont frais et les quantites sont plus que convenables
il y a 7 mois,"Les plats sont fade on a l’impression que le poulet et cuit dans l’eau le pain a tacos imbibé d’eau, et les produits ne sont pas frais, je met ma main à couper que ce n’est pas du bœuf que vous mettez dans les sandwichs",les plats sont fade on a limpression que le poulet et cuit dans leau le pain a tacos imbibe deau et les produits ne sont pas frais je met ma main a couper que ce nest pas du boeuf que vous mettez dans les sandwichs
il y a 9 mois,"Bravo endroit convivial , cuisine parfaite , seul reproche c'est la Terrasse ce serait un plus avec des chaises plus confortables mais là je chipote sur un detail , je conseille cet établissement",bravo endroit convivial cuisine parfaite seul reproche cest la terrasse ce serait un plus avec des chaises plus confortables mais la je chipote sur un detail je conseille cet etablissement
il y a un an,"Hyper déçue.
Les propositions « véganes » sont juste sans protéine.
Ma salade n’avait absolument aucun goût, le guacamole non plus…. …",hyper decue les propositions veganes sont juste sans proteine ma salade navait absolument aucun gout le guacamole non plus
il y a un an,"Très bien au niveau des prix et quantité mais les saveurs manquent vraiment !! Pas de Coriandre, pas d'assaisonnement dans la viande, pas de pickles etc... Du coup c'est un peu fade.",tres bien au niveau des prix et quantite mais les saveurs manquent vraiment pas de coriandre pas dassaisonnement dans la viande pas de pickles etc du coup cest un peu fade
il y a 2 ans,"On a été très bien accueilli-e-s, et c'était très bon ! Prévoyez de la sauce piquante cependant, je crois que c'est pas épicé de base ! Le temps d'attente est correct. Je recommande fortement. En terrasse, on est pas trop près de la route, …",on a ete tres bien accueillies et cetait tres bon prevoyez de la sauce piquante cependant je crois que cest pas epice de base le temps dattente est correct je recommande fortement en terrasse on est pas trop pres de la route
il y a 10 mois,"C'est excellent pour un repas rapide (prévoyez une sieste après haha c'est copieux)
L'équipe est rapide, a deux pas d'une salle de concert et des bars",cest excellent pour un repas rapide prevoyez une sieste apres haha cest copieux lequipe est rapide a deux pas dune salle de concert et des bars
il y a 2 ans,"Je trouve ça super bon.
Trois petit bémol. La première c'est servi dans une galette qui est pas du tout Mexicains mais plutôt turque. …",je trouve ca super bon trois petit bemol la premiere cest servi dans une galette qui est pas du tout mexicains mais plutot turque
il y a 6 mois,"Personnel accueillant et sympathique, cuisine variée et appétissante je recommande 👌🏼 …",personnel accueillant et sympathique cuisine variee et appetissante je recommande
il y a 6 mois,Délicieux et très copieux pour le prix ! Difficile de manger en places assises.,delicieux et tres copieux pour le prix difficile de manger en places assises
il y a 7 mois,"C'était très bon, bon accueil",cetait tres bon bon accueil
il y a 5 mois,"Ils ont oublié mon tacos et le guacamole c’est inadmissible, c’est pas pro.",ils ont oublie mon tacos et le guacamole cest inadmissible cest pas pro
il y a 5 mois,"Cuisine authentique, fraîche savoureuse et cadre agréable.",cuisine authentique fraiche savoureuse et cadre agreable
il y a 9 mois,"Une bonne expérience, la viande de bœuf est très bonne, (livraison par ubereat) mais sans plus, je m’attendais à quelque chose plus épicés, plus de saveurs mexicaine, ça pas m’a fait voyager une fois terminé mon repas 🍽️ j’ai pas pensé Mariachi, sombrero, Salma Hayek…un repas comme un autre rien de mexicain …",une bonne experience la viande de boeuf est tres bonne livraison par ubereat mais sans plus je mattendais a quelque chose plus epices plus de saveurs mexicaine ca pas ma fait voyager une fois termine mon repas jai pas pense mariachi sombrero salma hayekun repas comme un autre rien de mexicain
il y a 7 mois,"Excellent je recommande ! Cuisine au top, prix bas, le service est rapide, efficace, parfait !!!",excellent je recommande cuisine au top prix bas le service est rapide efficace parfait
il y a un an,"'' un Mexicain à Marseille ""' c'est l'un des meilleurs restos à Marseille.
pour ceux qui veulent découvrir de nouvelle Saveur, je vous invite vivement à y aller vous ne serez sans doute pas déçus que ça soit par la qualité, l'hygiène …",un mexicain a marseille cest lun des meilleurs restos a marseille pour ceux qui veulent decouvrir de nouvelle saveur je vous invite vivement a y aller vous ne serez sans doute pas decus que ca soit par la qualite lhygiene
il y a un an,"Super petit resto mexicain, on y mange très bien !

La nourriture est vraiment copieuse et qualitative des tarifs vraiment …",super petit resto mexicain on y mange tres bien la nourriture est vraiment copieuse et qualitative des tarifs vraiment
il y a un an,"Le seul mexicain chez qui on vas, incroyablement bon et super bon prix!",le seul mexicain chez qui on vas incroyablement bon et super bon prix
il y a un an,"C’est excellent ! Un régal à chaque fois. Le rapport qualité/prix est là. Par ailleurs, les employés et le patron sont vraiment des personnes agréables et souriantes, toujours un plaisir de venir manger ici.",cest excellent un regal a chaque fois le rapport qualiteprix est la par ailleurs les employes et le patron sont vraiment des personnes agreables et souriantes toujours un plaisir de venir manger ici
il y a un an,"Ce lieu est un incontournable de Marseille.
En effet, étant un des rares mexicains dans cette ville, cet établissement est unique. Il est unique mais pas seulement pour cette raison : Il offre une cuisine …",ce lieu est un incontournable de marseille en effet etant un des rares mexicains dans cette ville cet etablissement est unique il est unique mais pas seulement pour cette raison il offre une cuisine
il y a un an,"Unique en France, ce restaurant m'a réconcilier avec les tacos.
Le fait d'être produit qu'avec des produits frais celà change tout, ils sont merveilleusement bon et en terme de qualité prix vous R.A.S
Je ne rigole pas, allez goûter.",unique en france ce restaurant ma reconcilier avec les tacos le fait detre produit quavec des produits frais cela change tout ils sont merveilleusement bon et en terme de qualite prix vous ras je ne rigole pas allez gouter
il y a 2 ans,J'étais venu il y a deux ans et j'avais trouvé ça excellent. J'y suis revenu et c'est encore meilleur. Produits savoureux et très nourrissant. Bravo pour l'accueil et le service de qualité. Dommage que vous n'ayez pas un peu de piment. …,jetais venu il y a deux ans et javais trouve ca excellent jy suis revenu et cest encore meilleur produits savoureux et tres nourrissant bravo pour laccueil et le service de qualite dommage que vous nayez pas un peu de piment
il y a un an,"Quand on est en groupe, y a toujours des propositions pour aller manger, du coup hier c'était Mexicain (à emporter) …",quand on est en groupe y a toujours des propositions pour aller manger du coup hier cetait mexicain a emporter
il y a 2 ans,"Top qualité pour un prix très raisonnable.
Le patron et son équipe sont aussi adorables que leur repas est délicieux, arrosé d’une eau de fruits qui vaut le détour ! Mon fils Elio 8 ans ajoute : « c’est super! on y mange bien, et puis les gens sont super sympas et ils rigolent »",top qualite pour un prix tres raisonnable le patron et son equipe sont aussi adorables que leur repas est delicieux arrose dune eau de fruits qui vaut le detour mon fils elio ans ajoute cest super on y mange bien et puis les gens sont super sympas et ils rigolent
il y a un an,"Je ne recommande pas du tout !
Le burrito n'a rien avoir avec de la nourriture Mexicaine, plutôt à un assemblage façon orientale. …",je ne recommande pas du tout le burrito na rien avoir avec de la nourriture mexicaine plutot a un assemblage facon orientale
il y a 3 mois,Burrito pas bon du tout froid et cramé,burrito pas bon du tout froid et crame
il y a un an,"Les sandwichs  sont excellents, les produits sont frais
Super rapport  qualité prix.
Personnel sympas.
Très large amplitude horaires.",les sandwichs sont excellents les produits sont frais super rapport qualite prix personnel sympas tres large amplitude horaires
il y a 11 mois,"Un repas excellent de qualité à prix très abordable.
J’ai adoré !
Un personnel accueillant !",un repas excellent de qualite a prix tres abordable jai adore un personnel accueillant
il y a 7 mois,"Lieu petit, on se sait pas où se mettre pour attendre les commandes, mais très bien garnies !",lieu petit on se sait pas ou se mettre pour attendre les commandes mais tres bien garnies
il y a 2 mois,Très bon rapport qualité prix,tres bon rapport qualite prix
il y a 7 mois,Hyper bon c’était une trop bonne découverte situer dans un coter très artistique de Marseille qui nous fait découvrir le vrai Marseille et nous fait sortir du coter touristique,hyper bon cetait une trop bonne decouverte situer dans un coter tres artistique de marseille qui nous fait decouvrir le vrai marseille et nous fait sortir du coter touristique
il y a 2 ans,"Absolument parfait. Client depuis plusieurs années désormais, je ne peux que le recommander. La nourriture est délicieuse, les produits sont hyper frais, le rapport qualité prix est absolument imbattable ! Mention spéciale pour le gérant et toute l’équipe qui font preuve d’une grande sympathie et d’une réactivité à toute épreuve !",absolument parfait client depuis plusieurs annees desormais je ne peux que le recommander la nourriture est delicieuse les produits sont hyper frais le rapport qualite prix est absolument imbattable mention speciale pour le gerant et toute lequipe qui font preuve dune grande sympathie et dune reactivite a toute epreuve
il y a 2 ans,"Un super accueil, nous étions 2 adultes et 2 enfants.
Nous nous sommes régalé!!! Extrêmement bon, tout est frais nous avons adoré les jus maison, les burritos les tacos et les desserts aussi sont extra! Nous …",un super accueil nous etions adultes et enfants nous nous sommes regale extremement bon tout est frais nous avons adore les jus maison les burritos les tacos et les desserts aussi sont extra nous
il y a 7 mois,Leurs tacos sont sympa ! Il manquerait plus qu'un peu de musique pour l'ambiance,leurs tacos sont sympa il manquerait plus quun peu de musique pour lambiance
il y a 7 mois,"De la street food mexicaine typique très bonne !
Vous ne serez pas déçut 😉 …",de la street food mexicaine typique tres bonne vous ne serez pas decut
il y a 3 ans,"Personnel très agréable et à l’écoute, on y mange bien et le prix et plus que correct",personnel tres agreable et a lecoute on y mange bien et le prix et plus que correct
il y a un an,J’ai trouvé un cheveu dans mon burrito.. ce genre de négligence est inacceptable. J’espère que Uber eats me remboursera. Le restaurant a aussi oublié de mettre du guacamole dans mon burrito mais ca ne change rien au cheveu que j’ai trouvé dans mon burrito en le mangeant. Je suis dégoûtée.,jai trouve un cheveu dans mon burrito ce genre de negligence est inacceptable jespere que uber eats me remboursera le restaurant a aussi oublie de mettre du guacamole dans mon burrito mais ca ne change rien au cheveu que jai trouve dans mon burrito en le mangeant je suis degoutee
il y a 2 ans,"Super bon mexicain.
Les burritos bœufs sont incroyables, venant de Paris je suis triste de ne pas avoir cette qualité dans ma ville. …",super bon mexicain les burritos boeufs sont incroyables venant de paris je suis triste de ne pas avoir cette qualite dans ma ville
il y a un an,"Pas cher et accueillant,
Et bien placé",pas cher et accueillant et bien place
il y a 3 mois,ambiance Anarchiste et original repa très moyen,ambiance anarchiste et original repa tres moyen
il y a 8 mois,Je ne comprend pas les gens qui sont frustré et qui disent que ce n'est pas mexicain le mec est aller se former au Mexique il n'a pas inventé les recette lui même franchement que des rageux sinon inpecable comme d'habitude 👌👍 …,je ne comprend pas les gens qui sont frustre et qui disent que ce nest pas mexicain le mec est aller se former au mexique il na pas invente les recette lui meme franchement que des rageux sinon inpecable comme dhabitude
il y a un an,"Commandé sur Deliveroo, commande reçu bien emballée, pas de carton mouillé ou quoi que ce soit. Et pour le gout c'est juste trop bon, j'ai pris des tacos et une quesadilla, j'aime beaucoup la purée de tomate et le guacamole qui ajoutent de …",commande sur deliveroo commande recu bien emballee pas de carton mouille ou quoi que ce soit et pour le gout cest juste trop bon jai pris des tacos et une quesadilla jaime beaucoup la puree de tomate et le guacamole qui ajoutent de
il y a 7 mois,"Très bon rapport qualité prix
Excellent je vous recommande",tres bon rapport qualite prix excellent je vous recommande
il y a 2 ans,"Incroyable ! Nous avons testé nachos et tacos bœuf et poulet + sauce piquante ! Cocktail explosif de saveurs, nous reviendrons à 100% ! Le service est hyper efficace et plus que sympathique : aux petits oignons ! Merci 1000 fois",incroyable nous avons teste nachos et tacos boeuf et poulet sauce piquante cocktail explosif de saveurs nous reviendrons a le service est hyper efficace et plus que sympathique aux petits oignons merci fois
il y a un an,"Très chouette adresse. Les produits sont bons, le service est très rapide et agréable et les prix sont corrects.",tres chouette adresse les produits sont bons le service est tres rapide et agreable et les prix sont corrects
il y a un an,"Excellent,personnel chaleureux et accueillant le rapport qualité prix est irréprochable....nous avons manger des quesadillas avec des nachos au cheddar et nous n'avons pas du tout regretté le déplacement...Je recommande vivement",excellentpersonnel chaleureux et accueillant le rapport qualite prix est irreprochablenous avons manger des quesadillas avec des nachos au cheddar et nous navons pas du tout regrette le deplacementje recommande vivement
il y a 2 ans,"C’est vraiment bon et prix raisonnable mais hormis le monde, j’ai pris à emporter et il me manquait la moitié de ma commande. C’est dommage, je comprend qu’il y ait du monde mais il faudrait vérifier les commandes.",cest vraiment bon et prix raisonnable mais hormis le monde jai pris a emporter et il me manquait la moitie de ma commande cest dommage je comprend quil y ait du monde mais il faudrait verifier les commandes
il y a 10 mois,Ya pas à parler chinois mon amis si tu lis ce commentaire c'est que tu hésite à venir chez le mexicain de Marseille non ??? Bah sois moins sûr de ton mariage que de ce  que tu va manger ici l'ami et c'est à vie 🤣🤣🤣 merci au patron l'équipe …,ya pas a parler chinois mon amis si tu lis ce commentaire cest que tu hesite a venir chez le mexicain de marseille non bah sois moins sur de ton mariage que de ce que tu va manger ici lami et cest a vie merci au patron lequipe
il y a un an,"Vu les commentaires positifs, j’ai été assez déçu par le repas. Malgré que ce soit consistant, c’était sec et très peu de goût.",vu les commentaires positifs jai ete assez decu par le repas malgre que ce soit consistant cetait sec et tres peu de gout
il y a 2 ans,"C'était délicieux ! Des produits frais, un choix simple, un excellent rapport qualité/prix et une équipe au petit soin de ses clients. De plus, la terrasse ombragée est très agréable, merci pour cette super découverte :)",cetait delicieux des produits frais un choix simple un excellent rapport qualiteprix et une equipe au petit soin de ses clients de plus la terrasse ombragee est tres agreable merci pour cette super decouverte
il y a un an,"Très très bon ! La nourriture est  excellente, accueil très chaleureux. Une agréable découverte ! On s’est régalé et on compte revenir !",tres tres bon la nourriture est excellente accueil tres chaleureux une agreable decouverte on sest regale et on compte revenir
