date,review,cleaned_review
il y a 10 mois,"Passer un bon moment a bien rigoler autour de notre burgers préférée
Rachel",passer un bon moment a bien rigoler autour de notre burgers preferee rachel
il y a un an,"Un service rapide même avec beaucoup de monde.
Les commandes sont chaude et bien respecter",un service rapide meme avec beaucoup de monde les commandes sont chaude et bien respecter
il y a 9 mois,Serveuse Rachel très gentille bonne accueil,serveuse rachel tres gentille bonne accueil
il y a 8 mois,Le burger veggie il a le goût de la viande tarpiiin bon et bon accueil Rachel,le burger veggie il a le gout de la viande tarpiiin bon et bon accueil rachel
il y a 2 mois,Merci à tata mag !!,merci a tata mag
il y a un an,Le restaurant ferme ses portes a 00h00 et a 23h il est impossible de s'asseoir car ils ont décidé de fermer plus tôt même en leur précisant qu'ils sont censé fermer à minuit,le restaurant ferme ses portes a h et a h il est impossible de sasseoir car ils ont decide de fermer plus tot meme en leur precisant quils sont cense fermer a minuit
il y a 6 ans,"Fast food bien situé en face du vieux port. Pas grand chose à dire sur les plats.  Par contre,  il serait judicieux de rafraîchir les toilettes car malgré le nettoyage systématique elle reste tout de même dans un état peu enviable.",fast food bien situe en face du vieux port pas grand chose a dire sur les plats par contre il serait judicieux de rafraichir les toilettes car malgre le nettoyage systematique elle reste tout de meme dans un etat peu enviable
il y a un an,"Maguema bonne ambiance, toujours à l’écoute de la clientèle.☺️",maguema bonne ambiance toujours a lecoute de la clientele
il y a un an,C'est génial personnel très gentil et serviable,cest genial personnel tres gentil et serviable
il y a un an,"Je suis ravi d'avoir goûter les glaces,  ils sont vraiment délicieux",je suis ravi davoir gouter les glaces ils sont vraiment delicieux
il y a un an,Très bonne accueil maguema avec le sourire et la gentillesse !,tres bonne accueil maguema avec le sourire et la gentillesse
il y a un an,"Loris aussi note 5*
Repas très bon c'était un régale ! Merci burger king !
Maguema",loris aussi note repas tres bon cetait un regale merci burger king maguema
il y a 6 mois,Très gentille dame,tres gentille dame
il y a un an,Maguema était super accueillante merci beaucoup pour son service !,maguema etait super accueillante merci beaucoup pour son service
il y a 7 mois,Super Acceuil merci tata Maguema,super acceuil merci tata maguema
il y a 7 mois,Super personnel ! Mention spéciale à Rachel !,super personnel mention speciale a rachel
il y a 4 mois,Coucou à tata Mag!!!,coucou a tata mag
il y a 11 mois,Jamais été aussi bien servi a un burger king par Maguema !!!,jamais ete aussi bien servi a un burger king par maguema
il y a un an,"Une expérience incroyable , trop bon les frites bacon 🥓 !!
A l’aceuille il y avait Tata maguea qui est trop sympathique !!!!!❤️ …",une experience incroyable trop bon les frites bacon a laceuille il y avait tata maguea qui est trop sympathique
il y a 2 mois,Belle vue sur le port,belle vue sur le port
il y a un an,Ma tata Maguema préférée la meilleure trop gentille et le manager le plus sympa Bilal mash'Allah trop beau en plus. Mmmm' Burger King !!!!!,ma tata maguema preferee la meilleure trop gentille et le manager le plus sympa bilal mashallah trop beau en plus mmmm burger king
il y a un an,Excelent burgers et mention spéciale pour maguema qui est tres professionnelle et vraiment très agréable. Merci,excelent burgers et mention speciale pour maguema qui est tres professionnelle et vraiment tres agreable merci
il y a 11 mois,"Accueil nul, toilettes inutilisables
Aucune communication",accueil nul toilettes inutilisables aucune communication
il y a un an,Super bon !! D’habitude j’évite la restauration rapide mais là c’est une tuerie,super bon dhabitude jevite la restauration rapide mais la cest une tuerie
il y a 9 mois,"Rapide et efficace.
Une terrasse entretenue
Accueil chaleureux",rapide et efficace une terrasse entretenue accueil chaleureux
il y a 5 ans,"Dommage que cette enseigne ne soit pas plus soucieuse de la qualité de son service. Notre expérience dans ce fast food du Vieux port aura été bien désagréable. Une employée, complètement dépassée par la tâche ( encore en formation ? ). Des …",dommage que cette enseigne ne soit pas plus soucieuse de la qualite de son service notre experience dans ce fast food du vieux port aura ete bien desagreable une employee completement depassee par la tache encore en formation des
il y a 5 ans,"Bon et abordable, ce Burger King est bien situé et propose une vue sympa sur le port depuis ses étages. Dommage que le temps d'attente et l'agitation régulière du lieu nuise à l'expérience.",bon et abordable ce burger king est bien situe et propose une vue sympa sur le port depuis ses etages dommage que le temps dattente et lagitation reguliere du lieu nuise a lexperience
il y a un an,"Soit c’est le pire burger king de Marseille soit c’est la pire équipe de Burger King je sais pas quoi en penser….
J’ai commandé sur uber mauvaise commande mais c’est pas une surprise….",soit cest le pire burger king de marseille soit cest la pire equipe de burger king je sais pas quoi en penser jai commande sur uber mauvaise commande mais cest pas une surprise
il y a un an,"L’accueil très sympathique et avec sourire et soin
Les produits servis au frais et savoureux",laccueil tres sympathique et avec sourire et soin les produits servis au frais et savoureux
il y a 2 ans,"A fuir, ce restaurant est d une hygiène alarmante. Les tables de la terrasses sont toutes bancales, le pass sanitaire et l hygiène COVID sont totalement absents",a fuir ce restaurant est d une hygiene alarmante les tables de la terrasses sont toutes bancales le pass sanitaire et l hygiene covid sont totalement absents
il y a 2 ans,J'adore ce fast-food ! Très belle vue et personnel respectueux ! Je recommande à tout le monde.,jadore ce fastfood tres belle vue et personnel respectueux je recommande a tout le monde
il y a un an,Maguema très top comme accueil ..  gentille et très sympathique.,maguema tres top comme accueil gentille et tres sympathique
il y a 10 mois,Très satisfait,tres satisfait
il y a 2 ans,"Le manager qui bossait le soir du 31 mai  au burger King vieux port est le meilleur manager que j'ai jamais vu de ma vie toute enseigne confondus, il est vraiment gentil, aimable et courtois je reviens à ce burger King sans hésiter, faites lui passer le message !",le manager qui bossait le soir du mai au burger king vieux port est le meilleur manager que jai jamais vu de ma vie toute enseigne confondus il est vraiment gentil aimable et courtois je reviens a ce burger king sans hesiter faites lui passer le message
il y a un an,"Excellent restaurant en face du vieux port, l'hôtesse Maguema qui fut très souriante, gentille, amicale, Je recommande ce restaurant Burger King !",excellent restaurant en face du vieux port lhotesse maguema qui fut tres souriante gentille amicale je recommande ce restaurant burger king
il y a 11 mois,tres bon service et personnel accueillant :),tres bon service et personnel accueillant
il y a 2 ans,Aujourd hui (26 juin 2021) un inconnu à filmé un client parce qu'il a demandé des glaçons les employés se sont moqué de cette personne avec l inconnu la sécurité n'était pas la à ce moment et pendant que le client l inconnu à continué à filmé et les employer et disent rien,aujourd hui juin un inconnu a filme un client parce quil a demande des glacons les employes se sont moque de cette personne avec l inconnu la securite netait pas la a ce moment et pendant que le client l inconnu a continue a filme et les employer et disent rien
il y a un an,Maguema m’a bien accueillit très drôle et très avenante .,maguema ma bien accueillit tres drole et tres avenante
il y a un an,"Tres bon accueil, merci a Maguema.

C'était super bon ! …",tres bon accueil merci a maguema cetait super bon
il y a 9 mois,Personnel super accueillant ! Merci Rachel !,personnel super accueillant merci rachel
il y a 8 mois,"Rstaurant propre, acceuil chalereux et sandwich vraiment délicieux 😋 …",rstaurant propre acceuil chalereux et sandwich vraiment delicieux
il y a 4 ans,"J'ai commandé en faisant la file d'attente, ça n'a pas été trop long les serveurs sont assez rapides.
Wc pas très propres par contre",jai commande en faisant la file dattente ca na pas ete trop long les serveurs sont assez rapides wc pas tres propres par contre
il y a 6 mois,Tata Mag la meilleure et le meilleur bk,tata mag la meilleure et le meilleur bk
il y a 4 ans,Bonjour. Super emplacement et qui propose de bonne préparation de burger. Un peu d'attente mais c tout-à-fait normal vu qu'il se situe sur le vieux port de Marseille. Personnels sérieux et sympa. Je recommande le restaurant burger King du vieux port. Merci à tous CDM,bonjour super emplacement et qui propose de bonne preparation de burger un peu dattente mais c toutafait normal vu quil se situe sur le vieux port de marseille personnels serieux et sympa je recommande le restaurant burger king du vieux port merci a tous cdm
il y a 4 mois,coucou à tata Mag,coucou a tata mag
il y a un an,"Maguema est très sympa, 5 étoiles pour elle. Mais la Sampé est chaude et pas de glaces.",maguema est tres sympa etoiles pour elle mais la sampe est chaude et pas de glaces
il y a 9 mois,Une augmentation pour Rachel ! Super sympathique et serviable 🤍 …,une augmentation pour rachel super sympathique et serviable
il y a un an,Je vien de Paris au top!!!! Surtout tata mag c’est la meuilleur,je vien de paris au top surtout tata mag cest la meuilleur
il y a 10 mois,Merci a Djibril Anissa pour l’accueil et le service rapide :),merci a djibril anissa pour laccueil et le service rapide
il y a 5 ans,"Comme dans tous les burgers king de la ville de Marseille, l'acceui y est chaleureux,le service au top,et l'accessibilité est au rendez vous.( A 5 m du métro vieux port).De plus, la propriété et la sécurité sont présentes. …",comme dans tous les burgers king de la ville de marseille lacceui y est chaleureuxle service au topet laccessibilite est au rendez vous a m du metro vieux portde plus la propriete et la securite sont presentes
il y a 3 ans,"Horrible, pire BK de France, 45 min d’attente. Jamais vu un « fast food » aussi lent, tous plus con l’un que l’autre.
Une étoile juste pcq je suis obligé de la mettre",horrible pire bk de france min dattente jamais vu un fast food aussi lent tous plus con lun que lautre une etoile juste pcq je suis oblige de la mettre
il y a 7 mois,"Bien soigné
Surtout Rachel la goat !",bien soigne surtout rachel la goat
il y a un an,"Très bonne accueille de la part de Maguema très gentille , et très sociable avec les clients ❤️",tres bonne accueille de la part de maguema tres gentille et tres sociable avec les clients
il y a un an,"J’ai commandé via Just Eat j’ai précisé sans fromage  pour allergie , ils en mettent et en + ils oublient les frites au final je mange rien du tout",jai commande via just eat jai precise sans fromage pour allergie ils en mettent et en ils oublient les frites au final je mange rien du tout
il y a 3 ans,"Correct, cependant les frites étaient froides et les wc moyennement propres, certainement dû au fait qu'il est tard le soir. …",correct cependant les frites etaient froides et les wc moyennement propres certainement du au fait quil est tard le soir
il y a un an,Tata Mag est superbe et accueillante. Le restaurant est propre,tata mag est superbe et accueillante le restaurant est propre
il y a 5 ans,Service plutôt très moyen. Tout le monde a l’air débordé et débutant .... lenteur globale de l’équipe pas à la hauteur de la moyenne des restaurants Burger King. Sinon belle vu sur le vieux port au premier étage.,service plutot tres moyen tout le monde a lair deborde et debutant lenteur globale de lequipe pas a la hauteur de la moyenne des restaurants burger king sinon belle vu sur le vieux port au premier etage
il y a 10 mois,Personnel incroyable et drôle grosse dédicace à tata Mag,personnel incroyable et drole grosse dedicace a tata mag
il y a 3 mois,Bonne équipe,bonne equipe
il y a un an,"Très agréable, avec un excellent accueil.",tres agreable avec un excellent accueil
il y a 6 mois,Trop bruyant et surtout au bord de la route,trop bruyant et surtout au bord de la route
il y a un an,Magueman nous a accueilli avec gentillesse et un grand cœur !,magueman nous a accueilli avec gentillesse et un grand coeur
il y a un mois,Merci tata Mag,merci tata mag
il y a 2 ans,"Accompagné de mon amis Yannis, j’ai ete accueilli par Maguema et j’ai été surpris par cette femme pleine de vie et super gentil👌🏼 …",accompagne de mon amis yannis jai ete accueilli par maguema et jai ete surpris par cette femme pleine de vie et super gentil
il y a 2 ans,"Le restaurant est vide,mais il faut attendre 10 le unités pour que quelqu'un nous nettoie une table pour pouvoir nous installer.. révoltant,ça ne devrait pas arriver.",le restaurant est videmais il faut attendre le unites pour que quelquun nous nettoie une table pour pouvoir nous installer revoltantca ne devrait pas arriver
il y a un an,"Maguema est une très bonne agente, aceuille chaleureux, le repas était très bon !",maguema est une tres bonne agente aceuille chaleureux le repas etait tres bon
il y a un mois,Merci tata mag,merci tata mag
il y a 3 ans,"Pour celui qui a fait tomber le sel sur le poulet à midi, il faut pas les mettre dans les burger. C'est mort, ça va à la poubelle.
Repas gâché, 15€ perdu... Merci",pour celui qui a fait tomber le sel sur le poulet a midi il faut pas les mettre dans les burger cest mort ca va a la poubelle repas gache perdu merci
il y a 3 ans,"Pas serieux ils oublie certaine commande
si vous commander a plusieurs  et ne reconnaisse pas leurs erreurs !!!! Meme si ont présente un ticket  de payement Pas tres organisée personnel pas agréable  a fuir !",pas serieux ils oublie certaine commande si vous commander a plusieurs et ne reconnaisse pas leurs erreurs meme si ont presente un ticket de payement pas tres organisee personnel pas agreable a fuir
il y a 2 ans,Le personnel est fantastique surtout Maguema avec le sourire au lèvres et une gentillesse incroyable.😁 …,le personnel est fantastique surtout maguema avec le sourire au levres et une gentillesse incroyable
il y a 4 ans,"nul , la promotion des 2 menu pour 8€ ne marche pas alors qu il y avait des gens qu ils le faisait personne ne ma aider ny aller pas . l attente est trop long j ai gaspiller 1heur de ma vie pour rien je n ai meme pas manger 👎. …",nul la promotion des menu pour ne marche pas alors qu il y avait des gens qu ils le faisait personne ne ma aider ny aller pas l attente est trop long j ai gaspiller heur de ma vie pour rien je n ai meme pas manger
il y a un an,"J’ai trop aimé, c’est mon and tout préféré",jai trop aime cest mon and tout prefere
il y a 6 ans,"Mardi 2 janvier à 22h (moment de la commande) : seulement 2 personnes faisaient leur taff correctement  ( youssef et une demoiselle, les autres en cuisine se tapaient des barres alors qu'on attendait.) …",mardi janvier a h moment de la commande seulement personnes faisaient leur taff correctement youssef et une demoiselle les autres en cuisine se tapaient des barres alors quon attendait
il y a un an,Au top accueil super venez vite à burger king vieux port de marseille pour rencontrer l'hôtesse Maguema elle est géniale !!!!!,au top accueil super venez vite a burger king vieux port de marseille pour rencontrer lhotesse maguema elle est geniale
il y a un an,Maguema très gentille dame bon accueil et à l’écoute,maguema tres gentille dame bon accueil et a lecoute
il y a un an,"Super fast food, les serveurs sont serviables, puis les repas sont comme d'habitude excellent, seul bémol, les toilettes sont sales.",super fast food les serveurs sont serviables puis les repas sont comme dhabitude excellent seul bemol les toilettes sont sales
il y a 6 mois,Bien être,bien etre
il y a 2 ans,"Mediocre . Certes restauration rapide mais trop de cafouillages,trop d'attente, toilettes sales . Je déconseille on a mangé en 1 min pr se dépêcher de sortir.",mediocre certes restauration rapide mais trop de cafouillagestrop dattente toilettes sales je deconseille on a mange en min pr se depecher de sortir
il y a 2 mois,Bonne réception,bonne reception
il y a un an,Ce fut très bon avec un bon service très souriant,ce fut tres bon avec un bon service tres souriant
il y a un an,"Le Burger King est très accueillant et tata mag est très gentille, vive tâta mag ..",le burger king est tres accueillant et tata mag est tres gentille vive tata mag
il y a 2 ans,Tout était parfait servit rapidement très belle vue a l'étage sur le vieux port et personnel accueillant,tout etait parfait servit rapidement tres belle vue a letage sur le vieux port et personnel accueillant
il y a 4 ans,"Pour les enfants c super tout est reuni pour qu'ils passent un bon moment. Moi ce n'est pas ma ""tasse de the"" mais leur salade veggie et oignons rings tres bons . Par contre un bruit incroyable  qui vous soule donc les 4 étoiles c …",pour les enfants c super tout est reuni pour quils passent un bon moment moi ce nest pas ma tasse de the mais leur salade veggie et oignons rings tres bons par contre un bruit incroyable qui vous soule donc les etoiles c
il y a un an,"Pas beaucoup de bacons dans les king fries.
10ans a attendre une commande + 10€ de rendu monnaie en pièces jaunes 🥴🥴
Équipe a revoir!! …",pas beaucoup de bacons dans les king fries ans a attendre une commande de rendu monnaie en pieces jaunes equipe a revoir
il y a 10 mois,Très bon service de la part de Rachel bravo,tres bon service de la part de rachel bravo
il y a 4 ans,"Burger King situé juste devant le Port de Marseille  se dématque par la propreté du lieu. On peut apprécier la vue du port à partir du 1ere étage, surtout les couchers de soleil. A noter : l'accés aux toilettes se fait avec un code figurant sur le ticket de caisse, sécurité oblige. Une lieu recommandé pour la sortie familiale improvisée.",burger king situe juste devant le port de marseille se dematque par la proprete du lieu on peut apprecier la vue du port a partir du ere etage surtout les couchers de soleil a noter lacces aux toilettes se fait avec un code figurant sur le ticket de caisse securite oblige une lieu recommande pour la sortie familiale improvisee
il y a 7 mois,Toillette ultra crade et porte cassé,toillette ultra crade et porte casse
il y a un an,"Accueil satisfaisant,
Belle vue  sur le vieux
Et produits frais délicieux.
Merci maguema pour votre attention.",accueil satisfaisant belle vue sur le vieux et produits frais delicieux merci maguema pour votre attention
il y a 7 mois,Super bon service rachel,super bon service rachel
il y a un an,"Notre hôte Maguema est très serviable et à l’écoute, avec de la joie de vivre.",notre hote maguema est tres serviable et a lecoute avec de la joie de vivre
il y a un an,Super bon super accueil. Tata Mag super gentille .,super bon super accueil tata mag super gentille
il y a 4 ans,"L'impression que la qualité se dégrade, dernier repas vraiment pas terrible... frites pâteuse, burger tiède, commande servie incomplète, bref, je ne reviendrais plus c'est dommage",limpression que la qualite se degrade dernier repas vraiment pas terrible frites pateuse burger tiede commande servie incomplete bref je ne reviendrais plus cest dommage
il y a 8 mois,Super bk surtout grâce à tata mag,super bk surtout grace a tata mag
il y a 9 mois,"Fast food un cran au dessus de McDo
Mais ce jour pas de glaçons et pas de glace !!!",fast food un cran au dessus de mcdo mais ce jour pas de glacons et pas de glace
il y a 3 mois,Excellent accueil,excellent accueil
il y a un an,Ça ne respire pas la grande propreté. Burger tres décevant. Finalement que ce soit paris ou Marseille Burger King n a plus rien du King,ca ne respire pas la grande proprete burger tres decevant finalement que ce soit paris ou marseille burger king n a plus rien du king
il y a 4 ans,"Conforme au cahier des charges avec un établissement sur plusieurs niveaux qui laissent rêveur devant des vues panoramiques splendides (ND de la Guarde,  le vieux port et ses eaux bleues, ses bateaux, l'ombrière...) ce seul spectacle pour quelques euros avec son burger préfépré en main, c'est imparable :)",conforme au cahier des charges avec un etablissement sur plusieurs niveaux qui laissent reveur devant des vues panoramiques splendides nd de la guarde le vieux port et ses eaux bleues ses bateaux lombriere ce seul spectacle pour quelques euros avec son burger prefepre en main cest imparable
il y a un mois,Merci tata mag,merci tata mag
il y a 11 mois,"Très accueillant
Je mettrai cinq étoiles",tres accueillant je mettrai cinq etoiles
il y a 2 ans,"Le personnel  et très  agréable  et gentil

Maguema  nous a bien accueilli   et elle et très gentille",le personnel et tres agreable et gentil maguema nous a bien accueilli et elle et tres gentille
il y a 4 ans,"Ouvert aujourd'hui avec presque une heure de retard. Une fisi en caisse j'apprends qu'il n'y a pas de jus d'orange, pr3ssu3 rien à manger... que les pancakes de dispo. Vraiment médiocre comme service pour un burger King.... Je dirai plutôt burger lose pour cette matinée en tout cas",ouvert aujourdhui avec presque une heure de retard une fisi en caisse japprends quil ny a pas de jus dorange prssu rien a manger que les pancakes de dispo vraiment mediocre comme service pour un burger king je dirai plutot burger lose pour cette matinee en tout cas
il y a un an,"Maguema super serveuse !
Très aimable et agréable",maguema super serveuse tres aimable et agreable
il y a 5 ans,"Rien à redire sur la qualité des produits
Et l accueil par contre on recommance comme avec l ancienne enseigne moins il y a de client plus service est  long jusqu'à 20 minute d attente pour un plateau dommage",rien a redire sur la qualite des produits et l accueil par contre on recommance comme avec l ancienne enseigne moins il y a de client plus service est long jusqua minute d attente pour un plateau dommage
il y a 2 ans,"de  nouveau très satisfait de la prestation du restaurant ( équipe souriante et dynamique)
Et en plus maintenant avec le service a table très pratique quand on va manger en famille
je recommande",de nouveau tres satisfait de la prestation du restaurant equipe souriante et dynamique et en plus maintenant avec le service a table tres pratique quand on va manger en famille je recommande
il y a 6 ans,Il n'y avait qu'une seule borne de commande qui marchait... Le problème doit normalement se régler assez vite mais attention il y a toujours bcp de monde (pcq c'est super bon 😋) …,il ny avait quune seule borne de commande qui marchait le probleme doit normalement se regler assez vite mais attention il y a toujours bcp de monde pcq cest super bon
il y a 2 ans,"Très bon staff, super serviable, special big up a bilel qui nous a régalé !",tres bon staff super serviable special big up a bilel qui nous a regale
il y a un an,Tres bien accueille par Maguema merci bcp,tres bien accueille par maguema merci bcp
il y a un an,Le resto manque d'hygiène toilette et sol surtout collant sinon au top 👍 …,le resto manque dhygiene toilette et sol surtout collant sinon au top
il y a 10 mois,Expérience très agréable   Accueil chaleureux,experience tres agreable accueil chaleureux
il y a 2 mois,Nourriture très bonne !!,nourriture tres bonne
il y a 4 ans,"Personnels désagréable. 30 min pour servir une commande. Oublie dans la commande. Beaucoup de mouche dans les salles.
Le seul point positif c'est la localisation",personnels desagreable min pour servir une commande oublie dans la commande beaucoup de mouche dans les salles le seul point positif cest la localisation
il y a un an,"C'est très bon, le personnel est efficace",cest tres bon le personnel est efficace
il y a un an,Un super accueil avec une super hôtesse!! Tata Mag,un super accueil avec une super hotesse tata mag
il y a 2 ans,"Super restaurant, Staff impeccable avec un gros plus pour le Manager Bilal, service au petit soin et attentionné",super restaurant staff impeccable avec un gros plus pour le manager bilal service au petit soin et attentionne
il y a 11 mois,"Super acceuil de Maguema, très belle vue sur le vieux port",super acceuil de maguema tres belle vue sur le vieux port
il y a 7 mois,C est bien Aminata et Rachel sont très sympathique,c est bien aminata et rachel sont tres sympathique
il y a un an,"Quel accueil !
Le meilleur fastfood de Marseille grâce notamment à Maguema...",quel accueil le meilleur fastfood de marseille grace notamment a maguema
il y a un an,très bon restaurant je recommande! merci à tata mag,tres bon restaurant je recommande merci a tata mag
il y a 7 mois,Merci tâta MAG service rien à dire,merci tata mag service rien a dire
il y a un an,Les filles à la caisse sont au top ainsi que le manager bilel. Un équipe au top et service un a table rapide,les filles a la caisse sont au top ainsi que le manager bilel un equipe au top et service un a table rapide
il y a 2 ans,Dégueulasse menu reçu froid et en plus j'ai ps reçu ma bonne commande il ne faut pas manger la bas,degueulasse menu recu froid et en plus jai ps recu ma bonne commande il ne faut pas manger la bas
il y a un an,"Super bien mangé
Je reviendrai
Merci à Tata Mag",super bien mange je reviendrai merci a tata mag
il y a un an,"Maguema trop sympa, super accueil :)",maguema trop sympa super accueil
il y a 6 mois,Burger king sur le port. Vue à l'étage.,burger king sur le port vue a letage
il y a 2 ans,"Pas top j ai payé avec 1 billet de 50 euros et j ai attendu au moins 10 mn à attendre ma monnaie,  pas de monnaie et pas très sympa",pas top j ai paye avec billet de euros et j ai attendu au moins mn a attendre ma monnaie pas de monnaie et pas tres sympa
il y a 2 ans,"Maguema très accueillante !
Elle est très à l'écoute et toujours là pour aider ce dans le besoin !",maguema tres accueillante elle est tres a lecoute et toujours la pour aider ce dans le besoin
il y a 2 ans,Très mauvais accueil burger king vieux port manager à la caisse femme blonde si elle a pas envie de travailler quelle reste chez elle et vigile peu courtois ils devraient prendre exemple sur celui de la rose et d'ales dans le gard!!!,tres mauvais accueil burger king vieux port manager a la caisse femme blonde si elle a pas envie de travailler quelle reste chez elle et vigile peu courtois ils devraient prendre exemple sur celui de la rose et dales dans le gard
il y a un an,Maguena toujours aussi gentille !!! Le service est incroyable!!!,maguena toujours aussi gentille le service est incroyable
il y a 10 mois,"Moment super , merci à Rachel elle m’a forcer à écrire ce commentaire",moment super merci a rachel elle ma forcer a ecrire ce commentaire
il y a un an,parfait nous a bien servis tres aimable,parfait nous a bien servis tres aimable
il y a un an,"accueil super sympathique et bienveillant , et sécurité super sympa je recommande ce fast-food",accueil super sympathique et bienveillant et securite super sympa je recommande ce fastfood
il y a un an,"Très bien servis par Maguema, au top ! Je recommande",tres bien servis par maguema au top je recommande
il y a 6 mois,Tata Mag très gentille,tata mag tres gentille
il y a 5 ans,"On aime bien burger Kong dommage que l'endroit est sale et mal entretenu. Le sol qui colle aux chaussures, la rampe pour descendre les escaliers n'est pas nettoyée, le robinet des toilettes qui bouge ect....il faudrait faire des réparations !",on aime bien burger kong dommage que lendroit est sale et mal entretenu le sol qui colle aux chaussures la rampe pour descendre les escaliers nest pas nettoyee le robinet des toilettes qui bouge ectil faudrait faire des reparations
il y a un an,"Très bon, très propre ça donne envie et pas cher mmhh miam miam. 😋😋 ( on m'avait obligée de dire ça) …",tres bon tres propre ca donne envie et pas cher mmhh miam miam on mavait obligee de dire ca
il y a un an,Bon service de tata Mag au top souriante aimable,bon service de tata mag au top souriante aimable
il y a 5 ans,Fast-food répondant aux standards de la marque. Personnel agréable. U peu le fouilli quand il y a beaucoup de monde au niveau des caisses. Salle climatisée à l'étage.,fastfood repondant aux standards de la marque personnel agreable u peu le fouilli quand il y a beaucoup de monde au niveau des caisses salle climatisee a letage
il y a un an,J'ai bien  était accueillie le service étais nickel,jai bien etait accueillie le service etais nickel
il y a 9 mois,Cuisine bonne. La salle est propre. Rachel,cuisine bonne la salle est propre rachel
il y a un an,"Exceptionnel moment passé au BK, accueil et moment partagés supers !
Damien",exceptionnel moment passe au bk accueil et moment partages supers damien
il y a un an,"Super fast food. Propre et belle vue sur le vieux port.
Merci à Mag ❤️",super fast food propre et belle vue sur le vieux port merci a mag
il y a 3 ans,"J en ai fais des burger king différents.... mais alors celui la bat tout les records !  , il  invente des nouveau burger ... le double Texas avec de la salade et un seul steak mdr , et le xxl cheeseburger bacon on dirais un bogdanoff tellement qu il est defigurer mdr changer toute l'équipe de cuisine de vrai tocard",j en ai fais des burger king differents mais alors celui la bat tout les records il invente des nouveau burger le double texas avec de la salade et un seul steak mdr et le xxl cheeseburger bacon on dirais un bogdanoff tellement qu il est defigurer mdr changer toute lequipe de cuisine de vrai tocard
il y a 2 ans,Magma merci pour votre service très à l'écoute des clients et d'une grande gentillesse je vous la meilleure note,magma merci pour votre service tres a lecoute des clients et dune grande gentillesse je vous la meilleure note
il y a 4 mois,Merci à Tata Mag🫶🏾 …,merci a tata mag
il y a 3 ans,"Pas mal , classique. Mais TROP de monde à l'heure de pointe ( le midi en tout cas ) et ça manque de fluidité. Pensez a vérifier les + ( serviettes, sauces,...).",pas mal classique mais trop de monde a lheure de pointe le midi en tout cas et ca manque de fluidite pensez a verifier les serviettes sauces
il y a un an,merci à l’équipe du Burger King Marseille et surtout à tata Mag de nous avoir accueilli,merci a lequipe du burger king marseille et surtout a tata mag de nous avoir accueilli
il y a 6 mois,Rachel est au top merci à elle!,rachel est au top merci a elle
il y a un an,Des burger chaud et frites chaudes et une belle vue et un personnel sympa . La propreté étais au rdv dans la salle et les toilettes,des burger chaud et frites chaudes et une belle vue et un personnel sympa la proprete etais au rdv dans la salle et les toilettes
il y a un an,"Première visite à Marseille je tombe sur BK vieux port et bien accueilli par Maguema vraiment au top
Merci pour votre accueil et votre gentillesse 🙏🏽 …",premiere visite a marseille je tombe sur bk vieux port et bien accueilli par maguema vraiment au top merci pour votre accueil et votre gentillesse
il y a un an,Merci beaucoup au manager bilal et son équipe pour leur service rapide et agréable.,merci beaucoup au manager bilal et son equipe pour leur service rapide et agreable
il y a 4 ans,Pas terrible comparé  à d autre burger King. Tu demander une commande perso à cause d allergène et tu te retrouve avec tout se que tu est allergique. C vrai quil sont déborder par le monde mais on paye quand meme,pas terrible compare a d autre burger king tu demander une commande perso a cause d allergene et tu te retrouve avec tout se que tu est allergique c vrai quil sont deborder par le monde mais on paye quand meme
il y a 4 ans,"Les frites ne sont pas bonnes . Très estouffades.
Les toilettes avaient été nettoyées avec produits hyper chloré. C Était irrespirable .",les frites ne sont pas bonnes tres estouffades les toilettes avaient ete nettoyees avec produits hyper chlore c etait irrespirable
il y a 5 ans,"Très déçu par ce restaurant, 20 minutes d’attente pour seulement 2 glaces. Aucune organisation. 1 serveur s’occupe Des glace et des menus en même temps ce qui explique le temps d’attente, de plus la glace n’étais pas très bonne, j’en ai eu des maux de ventre toute la nuit. Pire restaurant que je connaissent.",tres decu par ce restaurant minutes dattente pour seulement glaces aucune organisation serveur soccupe des glace et des menus en meme temps ce qui explique le temps dattente de plus la glace netais pas tres bonne jen ai eu des maux de ventre toute la nuit pire restaurant que je connaissent
il y a 10 mois,Excellent service notamment de la part de la serveuse Rachel !,excellent service notamment de la part de la serveuse rachel
il y a un an,"Le burger king le plus sale que j'ai jamais vu, tables et sols dégueulasse, les toilettes n'en parlons pas insalubres au possible",le burger king le plus sale que jai jamais vu tables et sols degueulasse les toilettes nen parlons pas insalubres au possible
il y a 5 ans,Côté vieux port ou il y a tous les touristes et les marseillais se rassemblent en heure de pointe c'est à bloque dommage qu'il y est pas une plus grande terrasse,cote vieux port ou il y a tous les touristes et les marseillais se rassemblent en heure de pointe cest a bloque dommage quil y est pas une plus grande terrasse
il y a un an,"Maguema bien aimable et serviable,merci beaucoup à elle pour ça professionnalisme.",maguema bien aimable et serviablemerci beaucoup a elle pour ca professionnalisme
il y a 6 ans,"Super fast food beaucoup mieux que McDonald's. Produits frais, meilleur etc. En revanche à Marseille le temps d'attente est longue nous avons attendu 15 min mais ils se sont excusés en nous offrant des glaces.",super fast food beaucoup mieux que mcdonalds produits frais meilleur etc en revanche a marseille le temps dattente est longue nous avons attendu min mais ils se sont excuses en nous offrant des glaces
