date,review,cleaned_review
06/2024,"Laccueil tait parfait, merci  Lorene pour son professionnalisme.",laccueil tait parfait merci lorene pour son professionnalisme
06/2024,"Trs bon fast food, je recommande",trs bon fast food je recommande
06/2024,"quipiers trs serviables et trs gentils avec les clients, rapide et efficace",quipiers trs serviables et trs gentils avec les clients rapide et efficace
06/2024,Service reste accueillant ! PS margaux et La je suis amoureux !,service reste accueillant ps margaux et la je suis amoureux
06/2024,Bonne endroit pour des repas individuelle et collective.,bonne endroit pour des repas individuelle et collective
06/2024,Service de qualit et rapide je recommande.,service de qualit et rapide je recommande
06/2024,"Rarement du des BK, l, les sandwichs taient froids, et pas de fourchette pour manger mes frites au cheddar et lard... Un mauvais jour sans doute",rarement du des bk l les sandwichs taient froids et pas de fourchette pour manger mes frites au cheddar et lard un mauvais jour sans doute
06/2024,Le service est rapide et la nourriture est rEs bonne,le service est rapide et la nourriture est res bonne
06/2024,Une super exprience ! Une quipe  au top et super efficace ! Je recommande sans hsiter,une super exprience une quipe au top et super efficace je recommande sans hsiter
06/2024,"Trs bonne quipe, trs bien servi, trs rapide !",trs bonne quipe trs bien servi trs rapide
06/2024,Les sandwich t froid et le pain tait limite congel de mon burgers trs du moi qui adore BK,les sandwich t froid et le pain tait limite congel de mon burgers trs du moi qui adore bk
06/2024,"Jai beaucoup aim, mais bizarrement ils navaient ni Boxmaster ni Big Mac.",jai beaucoup aim mais bizarrement ils navaient ni boxmaster ni big mac
06/2024,"Bon Burger, service rapide et personnel agrable!",bon burger service rapide et personnel agrable
06/2024,Cest un Burger King! Il est petit  lintrieur mais son vrai plus cest quil est au bord du canal de Confluence. Top pour les jours o il fait beau !,cest un burger king il est petit lintrieur mais son vrai plus cest quil est au bord du canal de confluence top pour les jours o il fait beau
05/2024,Bon moment !!,bon moment
06/2024,Assez rapideAssez peu onreuxVite mang,assez rapideassez peu onreuxvite mang
06/2024,Trs bien situ  et bon serviceMoment  agrable   chaque fois,trs bien situ et bon servicemoment agrable chaque fois
02/2024,bon moment passer ici,bon moment passer ici
06/2024,Trs bon fastfood service agrable et rapide !,trs bon fastfood service agrable et rapide
06/2024,Onel est le meilleur salari que vous ayez eu. Augmenter le,onel est le meilleur salari que vous ayez eu augmenter le
06/2024,"Super service, je recommande ce BK",super service je recommande ce bk
06/2024,Un burger king fonctionnel et propre.Je recommande !,un burger king fonctionnel et propreje recommande
06/2024,Jaime bien lendroit est sympa et le personnel aussi. Sinon BK reste toujours meilleur que McDo,jaime bien lendroit est sympa et le personnel aussi sinon bk reste toujours meilleur que mcdo
03/2024,bonne soire,bonne soire
06/2024,"Trs bon service, personel trs accueillant. Faut visiter!",trs bon service personel trs accueillant faut visiter
06/2024,Service incroyable ! Merci encore pour ce repas somptueux,service incroyable merci encore pour ce repas somptueux
12/2023,super bon,super bon
06/2024,"Trs bonne exprience, je recommande la terrasse.",trs bonne exprience je recommande la terrasse
06/2024,"Responsable trs professionnel. Commande passe ce dimanche avec un bug informatique, problme rsolu",responsable trs professionnel commande passe ce dimanche avec un bug informatique problme rsolu
06/2024,A fuir! Organisation chaotique qui laisse le client avec une commande incomplte ... Au lieu de rectifier prefere continuer de servir dautres clients...,a fuir organisation chaotique qui laisse le client avec une commande incomplte au lieu de rectifier prefere continuer de servir dautres clients
06/2024,Le staff est super les hamburgers sont bons,le staff est super les hamburgers sont bons
06/2024,"Trs bon restaurant, quipe efficace et agrable surtout Audrey!",trs bon restaurant quipe efficace et agrable surtout audrey
06/2024,Burger King trs sympa juste  ct de toutes les boutiques confluence donc assez pratique !,burger king trs sympa juste ct de toutes les boutiques confluence donc assez pratique
06/2024,"Service rapide, personnel sympathique. Je recommande",service rapide personnel sympathique je recommande
06/2024,"Je ne recommande pas du tout cest trs trs gras , pas trs bon et trs cher pour se que cest !En plus mon mari a t malade",je ne recommande pas du tout cest trs trs gras pas trs bon et trs cher pour se que cest en plus mon mari a t malade
06/2024,Super bon repas et service rapide !,super bon repas et service rapide
06/2024,Perso  mon avis je suis tomb sur une quipe de bras casss ce jour l toute ma commande ntait pas la bonne des pied nickels,perso mon avis je suis tomb sur une quipe de bras casss ce jour l toute ma commande ntait pas la bonne des pied nickels
06/2024,Bonne rceptionService rapide et de qualitProduit toujours aussi bons.,bonne rceptionservice rapide et de qualitproduit toujours aussi bons
06/2024,Je suis venue avec des potes et nicha est l meilleur des meilleurs cest le mon reuf sur.,je suis venue avec des potes et nicha est l meilleur des meilleurs cest le mon reuf sur
06/2024,Service trs rapide et trs bonne ambiance.,service trs rapide et trs bonne ambiance
06/2024,"Cest un BK, par contre je ne sais pas si on passe  la mauvaise heure... Mais cest souvent sale",cest un bk par contre je ne sais pas si on passe la mauvaise heure mais cest souvent sale
06/2024,Merci JC meilleur service dans tous lyon ! Je recommande,merci jc meilleur service dans tous lyon je recommande
06/2024,"Musique trop forte et beaucoup de vent dans le restaurant quand les portes souvrent.Sinon, a reste un BurgerKing, jamais du par ce quil y a dans le plateau !",musique trop forte et beaucoup de vent dans le restaurant quand les portes souvrentsinon a reste un burgerking jamais du par ce quil y a dans le plateau
06/2024,Hyper bon!,hyper bon
06/2024,"Servis rapidement, bon accueil, belle vue. Le TopEnzo au top",servis rapidement bon accueil belle vue le topenzo au top
06/2024,Temps dattente trop long et on mange froid du coup. Des erreurs de prparations sont frquentes. Dommage.,temps dattente trop long et on mange froid du coup des erreurs de prparations sont frquentes dommage
06/2024,Super bon ! Les frites sont superbes chaudes,super bon les frites sont superbes chaudes
06/2024,"Trs bon accueil, trs large menu, rien  dire",trs bon accueil trs large menu rien dire
08/2023,"Livraison incomplte, boisson renvers sur les burgers et jen passe",livraison incomplte boisson renvers sur les burgers et jen passe
06/2024,"Ah la bien, service ultra rapide, globalement bon  ps  bien remplir le sundays",ah la bien service ultra rapide globalement bon ps bien remplir le sundays
06/2024,"FAST food en thorie , en pratique on se demande comment il est physiquement possible dtre aussi lent.",fast food en thorie en pratique on se demande comment il est physiquement possible dtre aussi lent
06/2024,Fait ce quon attend dun fast. Service efficace pour un encas rapide avant cin. Sans plus.,fait ce quon attend dun fast service efficace pour un encas rapide avant cin sans plus
06/2024,"Super, quipire au top. Merci  Louna pour son professionnalisme.",super quipire au top merci louna pour son professionnalisme
06/2024,"top! mais big up au gars qui a fait les enqutes, tes incroyable",top mais big up au gars qui a fait les enqutes tes incroyable
06/2024,"Trs trs agac, je rentre chez moi, seul avec ma fille et la moiti de la commande est manquante ! Pas de jouet, un burger en moins et pas de boisson",trs trs agac je rentre chez moi seul avec ma fille et la moiti de la commande est manquante pas de jouet un burger en moins et pas de boisson
06/2024,Toujours aussi bon mais attente importante pour tre servit lquipe est  ses dbuts bon courage  eux,toujours aussi bon mais attente importante pour tre servit lquipe est ses dbuts bon courage eux
06/2024,"Trs bon burger king, avec une super vue sur leau",trs bon burger king avec une super vue sur leau
06/2024,"Un fastfood trs sympa, pas beaucoup de temps dattente et en plus ils font les meilleurs burgers dans le CC",un fastfood trs sympa pas beaucoup de temps dattente et en plus ils font les meilleurs burgers dans le cc
06/2024,Fast food respectant bien les rgles sanitaires. Nourriture de qualit pour ce genre de restaurant.,fast food respectant bien les rgles sanitaires nourriture de qualit pour ce genre de restaurant
06/2024,"Trs bon service par Andrea La et Margaux, je recommande 100",trs bon service par andrea la et margaux je recommande
06/2024,Respect des rgles sanitaires.Service rapide.Qualit gale  chaque visite,respect des rgles sanitairesservice rapidequalit gale chaque visite
06/2024,"Du monde dans ce burger King. Vue sur l eau,  Cest agrable. RDC. Terrasse bruyante. Sinon pour les burgers, rien  signaler, correct.",du monde dans ce burger king vue sur l eau cest agrable rdc terrasse bruyante sinon pour les burgers rien signaler correct
06/2024,"Le service est plutt lent et inefficace, et trouver une place peut tre dlicat mme en dehors des heures de pointe, mme sur la terrasse.",le service est plutt lent et inefficace et trouver une place peut tre dlicat mme en dehors des heures de pointe mme sur la terrasse
06/2024,Vendredi aprsmidi assez calme. Bon service et rapide.,vendredi aprsmidi assez calme bon service et rapide
06/2024,Tres bon restaurant tres propre est tres belle vue,tres bon restaurant tres propre est tres belle vue
06/2024,Un service irrprochable et un personnel souriant. Au top,un service irrprochable et un personnel souriant au top
06/2024,"Superbe accueil, trs bien reu aprs une sance de cinma",superbe accueil trs bien reu aprs une sance de cinma
07/2023,"Trs bon accueil, trs satisfait",trs bon accueil trs satisfait
06/2024,"Miam Burger King. a reste du fast food mais cest bien meilleur quun MacDo et au mme prix.Quelques petites erreurs sur les commandes mais sinon cest bien, et rapide.",miam burger king a reste du fast food mais cest bien meilleur quun macdo et au mme prixquelques petites erreurs sur les commandes mais sinon cest bien et rapide
06/2024,Vraiment accueil chaleureux les caissires sur Maddy cest la meilleure,vraiment accueil chaleureux les caissires sur maddy cest la meilleure
06/2024,Fast food qui se demarque un peu des autres . Il serais tres bien avec une salle bien plus grande... il doit y avoir 40 places assises et encore,fast food qui se demarque un peu des autres il serais tres bien avec une salle bien plus grande il doit y avoir places assises et encore
06/2024,Trs bonne exprience. Je recommande ce BK.,trs bonne exprience je recommande ce bk
06/2024,Meilleur burger king de lyon allez y les meilleures,meilleur burger king de lyon allez y les meilleures
06/2024,"Serveuse trs cordiale,  lcoute du client, souriante, polie.",serveuse trs cordiale lcoute du client souriante polie
06/2024,"Super, bon, bien cuit, les boissons sont remplis et la qualit du service a des kilomtres devant macdo",super bon bien cuit les boissons sont remplis et la qualit du service a des kilomtres devant macdo
06/2024,"Les moins  des locaux exigus, des oublis dans les commandes...Les   les toilettes propres, des quipiers souriants et agrables",les moins des locaux exigus des oublis dans les commandesles les toilettes propres des quipiers souriants et agrables
06/2024,Le service et laccueil sont au top. Repas excellent,le service et laccueil sont au top repas excellent
06/2024,"Trs bon accueil, service assez rapideJe recommande",trs bon accueil service assez rapideje recommande
06/2024,"Je suis fan de Burger King car ses burgers sont ingals par ses concurrents  qualit, bon got, bien prpar.",je suis fan de burger king car ses burgers sont ingals par ses concurrents qualit bon got bien prpar
06/2024,J aime leurs burgers trs bons personnel agrable locaux propres,j aime leurs burgers trs bons personnel agrable locaux propres
06/2024,"Accueil de trs mauvaise qualit.  viter, le mcdo est juste  ct",accueil de trs mauvaise qualit viter le mcdo est juste ct
06/2024,Bon restaurant  personnel trs sympa mais ne mettent pas de glaons dans les boissons.,bon restaurant personnel trs sympa mais ne mettent pas de glaons dans les boissons
06/2024,Je recommande fortement le Burger King surtout Charles et Olivia,je recommande fortement le burger king surtout charles et olivia
06/2024,"Excellent Burger King, quipe au top et agrable. Je recommande !",excellent burger king quipe au top et agrable je recommande
06/2024,"Service rapide, personnel sympathique et disponible.",service rapide personnel sympathique et disponible
11/2023,Service et quantit au top,service et quantit au top
06/2024,Absolument dgueulasse. tat de la salle immonde. Frites froides. Poubelles qui dbordent. Toilettes salles...pas de savon....a fuite..,absolument dgueulasse tat de la salle immonde frites froides poubelles qui dbordent toilettes sallespas de savona fuite
06/2024,"Trs bon , trs accueillant je vous recommande !!",trs bon trs accueillant je vous recommande
06/2024,Equipe Trs rapide et dynamique .Malheureusement les jeux sont ferm  cause de la crise sanitaire actuelle .,equipe trs rapide et dynamique malheureusement les jeux sont ferm cause de la crise sanitaire actuelle
06/2024,Dommage que le service soit trs trs long en arrivant  12h qui nest mme pas encore lheure de pointe,dommage que le service soit trs trs long en arrivant h qui nest mme pas encore lheure de pointe
06/2024,Jaime trop et les sauces son tellement mieux que dans nimporte quel autre fast food BK ma vie,jaime trop et les sauces son tellement mieux que dans nimporte quel autre fast food bk ma vie
06/2024,Rapide et efficace personnel agrable et chaleureux je recommande vivement,rapide et efficace personnel agrable et chaleureux je recommande vivement
06/2024,Super accueil rapide et personnel agrable ! V,super accueil rapide et personnel agrable v
06/2024,"Malheureusement jadore cet enseigne mais on frle la catastrophe sur les commandes a emporter, 2 fois de suite dans la mme semaine on a froler le 100  derreur dans les commandes reu, pas un sandwich ne correspondais.",malheureusement jadore cet enseigne mais on frle la catastrophe sur les commandes a emporter fois de suite dans la mme semaine on a froler le derreur dans les commandes reu pas un sandwich ne correspondais
06/2024,Bon comme un Burger King. De loin meilleur que McDo. Dommage simplement qu 11h du matin les siges soient dj sales.,bon comme un burger king de loin meilleur que mcdo dommage simplement qu h du matin les siges soient dj sales
06/2024,"Faut aimer la viande grille, si taimes bien et que tes un estomac sur pattes, cest Disneyland pour toi mon pote",faut aimer la viande grille si taimes bien et que tes un estomac sur pattes cest disneyland pour toi mon pote
06/2024,Personnes ultras accueillantes super gentilles plats personnaliss parfaits,personnes ultras accueillantes super gentilles plats personnaliss parfaits
06/2024,"Excellent on est partit  trois et le staff a assur,Recommand!!",excellent on est partit trois et le staff a assurrecommand
06/2024,"Trs pratique, dans le centre commercial ! Pour un burger rapide, au top, et le lieu est propre.",trs pratique dans le centre commercial pour un burger rapide au top et le lieu est propre
06/2024,Bon accueil et bien mang comme dhabitude,bon accueil et bien mang comme dhabitude
06/2024,", le service est rapide et le personnel agrable , je recommande !",le service est rapide et le personnel agrable je recommande
06/2024,"Jai lhabitude de venir ici, bon tablissement.",jai lhabitude de venir ici bon tablissement
06/2024,"Super, service rapide et bon repas",super service rapide et bon repas
06/2024,Le service est rapide est la nourriture est super bonne,le service est rapide est la nourriture est super bonne
06/2024,20 minutes dattente pour un menu qui arrive froid et des chicken wings  la place des oignons rings....on retentera,minutes dattente pour un menu qui arrive froid et des chicken wings la place des oignons ringson retentera
06/2024,Trs bon accueil vraiment chaleureuxAide prcieuse pour des dbutants,trs bon accueil vraiment chaleureuxaide prcieuse pour des dbutants
06/2024,"Trs bon service, rapide. Des chauffages sont installs en extrieur pour lattente.",trs bon service rapide des chauffages sont installs en extrieur pour lattente
06/2024,"Service lent, voire trs lent avec un restaurant vide.",service lent voire trs lent avec un restaurant vide
06/2024,Ce restaurant est magique lquipe est au topChristophe le king,ce restaurant est magique lquipe est au topchristophe le king
06/2024,Meilleur Burger King de Lyon. quipe au top. Super arrangeante,meilleur burger king de lyon quipe au top super arrangeante
06/2024,"quipe vraiment sympa, agrable et ultra rapide Merci!",quipe vraiment sympa agrable et ultra rapide merci
06/2024,"Manque dorganisation et arrive  la maison manqu un hamburger, frites, la bote presque vide, cest la honte",manque dorganisation et arrive la maison manqu un hamburger frites la bote presque vide cest la honte
09/2023,Service rapide et souriant,service rapide et souriant
06/2024,Toujours beaucoup de monde mais pour moi les burgers sont meilleurs que dans dautres chanes de restauration rapide.,toujours beaucoup de monde mais pour moi les burgers sont meilleurs que dans dautres chanes de restauration rapide
04/2024,Noa au top,noa au top
06/2024,Rapide et bonTout ce quon demande dun fast food !,rapide et bontout ce quon demande dun fast food
06/2024,"Personnel aimable et accueillant, bien servis comme toujours.",personnel aimable et accueillant bien servis comme toujours
06/2024,Service tres efficace et staff agreable. Extremement satisfait,service tres efficace et staff agreable extremement satisfait
06/2024,"Service trs rapide, au top",service trs rapide au top
06/2024,Je sais mme pas.encore pourquoi je vais encore dans les fast food car cest vraiment pas bon,je sais mme pasencore pourquoi je vais encore dans les fast food car cest vraiment pas bon
06/2024,"Trop Petit pour une ville comme Lyon,20 minutes dattente pour atteindre la borne alors je vous dit mme pas pour rcuprer nos commandes...",trop petit pour une ville comme lyon minutes dattente pour atteindre la borne alors je vous dit mme pas pour rcuprer nos commandes
06/2024,"Merci  Aurelie pour sa gentillesse, trs bon moment pass avec mes parents",merci aurelie pour sa gentillesse trs bon moment pass avec mes parents
06/2024,"Le meilleur burger king de la rgion et merci  toi Nicha, un vrai petit soleil !",le meilleur burger king de la rgion et merci toi nicha un vrai petit soleil
06/2024,"Le personnel est tellement comprhensif, aprs un oubli nous avons t rembours et nous avons eu des dessert en plus et des cafs",le personnel est tellement comprhensif aprs un oubli nous avons t rembours et nous avons eu des dessert en plus et des cafs
06/2024,Nourriture de qualitService rapidePrix abordable,nourriture de qualitservice rapideprix abordable
06/2024,Le meilleur Burger King de France excellent personnel Dylane le directeur,le meilleur burger king de france excellent personnel dylane le directeur
07/2023,Trs bonne exprience rien  redire,trs bonne exprience rien redire
06/2024,Pour un fast food cest pas mal et plus rapide que le Mac do et cest bon,pour un fast food cest pas mal et plus rapide que le mac do et cest bon
06/2024,"Pas trop bond, lendroit est calme en gnral, a sert vite ! Rien  redire !",pas trop bond lendroit est calme en gnral a sert vite rien redire
03/2024,Dlicieux,dlicieux
06/2024,50e de commande a emporter et il manque 47 des burgers.Une organisation a toute preuve !,e de commande a emporter et il manque des burgersune organisation a toute preuve
06/2024,Bon burger King! Le meilleur de Lyon ! Belle ambiance ! Bon service !,bon burger king le meilleur de lyon belle ambiance bon service
05/2024,royal comme dhabitude,royal comme dhabitude
06/2024,"Super sympa, serveuses trs gentilles",super sympa serveuses trs gentilles
06/2024,Trs bonne accueille. Et un service trs rapide,trs bonne accueille et un service trs rapide
04/2024,NUL,nul
06/2024,"Nous sommes assez serrer pour manger en salle en banquette sinon propre, service rapide.",nous sommes assez serrer pour manger en salle en banquette sinon propre service rapide
06/2024,Super service trs rapide et de trs bonne qualit,super service trs rapide et de trs bonne qualit
06/2024,"Top comme dhabitude, quipe trs sympa",top comme dhabitude quipe trs sympa
01/2024,Service rapide !,service rapide
06/2024,Charles le  meilleur manager et bk confluence cest la ligue des champions,charles le meilleur manager et bk confluence cest la ligue des champions
06/2024,Accueil chaleureuse ! Service au top !Je recommande,accueil chaleureuse service au top je recommande
01/2024,Tout simplement parfait,tout simplement parfait
01/2024,Aucun soucis,aucun soucis
06/2024,Rien  dire sur la qualit du repas... mais trop dattente... beaucoup trop...,rien dire sur la qualit du repas mais trop dattente beaucoup trop
06/2024,Trs bon et convivial prix juste et bonne embience,trs bon et convivial prix juste et bonne embience
06/2024,"Tres bel accueil, le sandwich est magnifique.",tres bel accueil le sandwich est magnifique
10/2023,La propret du lieu laisse  dsirer,la propret du lieu laisse dsirer
03/2024,Super bouffe,super bouffe
06/2024,"Attente trop longue, mal organise, ils ont oubli de nous donner un sac",attente trop longue mal organise ils ont oubli de nous donner un sac
06/2024,Le service de fait avec rapidit et sourire .Jaime bien,le service de fait avec rapidit et sourire jaime bien
06/2024,Temps d attente horrible commander sur une borne puis faire la queue en attente au guichet service inexistant passe votre chemin quick et MC do e service au top mme si....,temps d attente horrible commander sur une borne puis faire la queue en attente au guichet service inexistant passe votre chemin quick et mc do e service au top mme si
06/2024,"Pas de climatisation. Impossible de passer commande directement aux serveuses, obligs de passer par les bornes. Extrieur est sale.",pas de climatisation impossible de passer commande directement aux serveuses obligs de passer par les bornes extrieur est sale
06/2024,"Nicha cest le sang de la veine. Jsuis venu ici pour un menu wooper, jai vu a sur internet",nicha cest le sang de la veine jsuis venu ici pour un menu wooper jai vu a sur internet
03/2024,Fraise framboise myrtille,fraise framboise myrtille
06/2024,Service trs long .Organisation a revoir.,service trs long organisation a revoir
06/2024,Une attente de malade 25 minutes minimum et le personnelle est  la rue complet c bon mais laisse tombe all au MC do,une attente de malade minutes minimum et le personnelle est la rue complet c bon mais laisse tombe all au mc do
06/2024,Je ne mets pas 5  cause de laffluence et du manque de places assises.Mise  part a jadore.,je ne mets pas cause de laffluence et du manque de places assisesmise part a jadore
06/2024,Accueil au top ! Propret et rapidit sont de mises,accueil au top propret et rapidit sont de mises
07/2023,"Endroit sympa ,service rapide",endroit sympa service rapide
06/2024,Excellent fast food mme si parfois trop de monde du fait de sa raret en France,excellent fast food mme si parfois trop de monde du fait de sa raret en france
06/2024,Bha franchement Burger King vraiment trs bon rien  dire.,bha franchement burger king vraiment trs bon rien dire
06/2024,Frites et burger froidsFrites en petites quantitsTemps d attente important a 11h45 et seulement 3 commandes en attente,frites et burger froidsfrites en petites quantitstemps d attente important a h et seulement commandes en attente
06/2024,Le bacon livres est trs bon et gnreux je recommande le burger,le bacon livres est trs bon et gnreux je recommande le burger
06/2024,Trs bon accueil et trs rapide ! Je recommande !!,trs bon accueil et trs rapide je recommande
06/2024,Tres bon et bien placer mais dommage quil n y a pas de jeux pour les enfants...,tres bon et bien placer mais dommage quil n y a pas de jeux pour les enfants
06/2024,"Un personnel tres dsagrable, et un service pas tres fast pour un fastfood ...",un personnel tres dsagrable et un service pas tres fast pour un fastfood
06/2024,Cest fou ici et cest super bon,cest fou ici et cest super bon
06/2024,On mange mieux qu McDo et ya moins de monde nickel,on mange mieux qu mcdo et ya moins de monde nickel
06/2024,Personelle agrable cool gentil service de qualit,personelle agrable cool gentil service de qualit
06/2024,Bien manger et pas trop d attente,bien manger et pas trop d attente
09/2023,Simple et si bon !,simple et si bon
06/2024,Personnel trs accueillant malgr le monde qui attends,personnel trs accueillant malgr le monde qui attends
06/2024,Vrai fast food je vous recommande,vrai fast food je vous recommande
06/2024,Dylan directeur Charles directeur directeur adjoint !Accueil qualitatif et fun.,dylan directeur charles directeur directeur adjoint accueil qualitatif et fun
06/2024,"Trs bon et nourriture trs rapidement, je recommande",trs bon et nourriture trs rapidement je recommande
06/2024,Personnel super sympa je recommande.,personnel super sympa je recommande
06/2024,"Les burgers navaient pas le bon pain, manquaient de certains aliments pourtant indiqus sur la commande...",les burgers navaient pas le bon pain manquaient de certains aliments pourtant indiqus sur la commande
06/2024,Trs bonBon accueilBon prix  16E80 pour 2,trs bonbon accueilbon prix e pour
06/2024,"Nous avons command sur la borne, rcuprer notre repas  la banque et sommes partie.",nous avons command sur la borne rcuprer notre repas la banque et sommes partie
06/2024,"Servi rapidement ,peu dattente un peu meilleur niveau gustatif que les autres chaines de ce type.",servi rapidement peu dattente un peu meilleur niveau gustatif que les autres chaines de ce type
06/2024,Un Burger King classique et sans mauvaise surprise. Bornes de commande facilement accessibles aux personnes en fauteuil roulant.,un burger king classique et sans mauvaise surprise bornes de commande facilement accessibles aux personnes en fauteuil roulant
06/2024,"Il suffit de lever les yeux au plafond, cest plein daraignes. . . Jespre que la cuisine est plus propre",il suffit de lever les yeux au plafond cest plein daraignes jespre que la cuisine est plus propre
06/2024,Bon accueil propre et repas chaud !,bon accueil propre et repas chaud
06/2024,"De bon sandwich, un bon service propre, dommage quil ne baisse pas un peu les prix...",de bon sandwich un bon service propre dommage quil ne baisse pas un peu les prix
06/2024,"Super bonne accueil, Resto propre et toujours contente des prestations",super bonne accueil resto propre et toujours contente des prestations
09/2023,Personnel sympa bon service,personnel sympa bon service
01/2024,Toujours de bons moments,toujours de bons moments
06/2024,Super j ai bien apprci les bons hamburgers  se pter le ventre,super j ai bien apprci les bons hamburgers se pter le ventre
06/2024,Trop de hype autour de BK surtout quand il y a le Ouest Express juste en face bien meilleur et pas bp plus cher,trop de hype autour de bk surtout quand il y a le ouest express juste en face bien meilleur et pas bp plus cher
06/2024,Anoushka le sang de la veineOn attend tous ton prochain album 1,anoushka le sang de la veineon attend tous ton prochain album
03/2024,Charles est top,charles est top
06/2024,Toilette gratuit gogogo Sinon toujours toujours top cest Burger king quoi,toilette gratuit gogogo sinon toujours toujours top cest burger king quoi
06/2024,"Maxime  Charles, meilleurs vendeurs !BK Conflu cest la champions League",maxime charles meilleurs vendeurs bk conflu cest la champions league
06/2024,"Super, servis rapidement je suis ravis",super servis rapidement je suis ravis
06/2024,"tres bon service, service trs rapide ! parfait !",tres bon service service trs rapide parfait
09/2023,L quipe est formidable et rapidit,l quipe est formidable et rapidit
06/2024,a reste du burgers chane mais srement le meilleur de son nom dans LyonLes croustillants sont croustillants contrairement  d autres,a reste du burgers chane mais srement le meilleur de son nom dans lyonles croustillants sont croustillants contrairement d autres
06/2024,Enfin un burger king pas loin de chez moi. Lheure systme de file dattente est par contre un peu compliqu,enfin un burger king pas loin de chez moi lheure systme de file dattente est par contre un peu compliqu
06/2024,Endroit correct cependant le personnel laisse un peu a dsirer. Sinon corrrct dans l ensemble.,endroit correct cependant le personnel laisse un peu a dsirer sinon corrrct dans l ensemble
06/2024,"Bonne propret, bonne quipe! Seul hic les onion rings tait pas super cuit.",bonne propret bonne quipe seul hic les onion rings tait pas super cuit
06/2024,Incitation  la consommation paiement en carte bancaire au del d un euros. Burger King est au centime prs. Une honte,incitation la consommation paiement en carte bancaire au del d un euros burger king est au centime prs une honte
06/2024,Pas assez de tables en plus il fait froid aucun chauffage,pas assez de tables en plus il fait froid aucun chauffage
06/2024,enzo est le meilleur serveur du monde,enzo est le meilleur serveur du monde
06/2024,"Service rapide, bon burger. Tout ce quon demande",service rapide bon burger tout ce quon demande
06/2024,Merci Exoc. Le genre de mec qui sauve la vie quand tas la dalle !!,merci exoc le genre de mec qui sauve la vie quand tas la dalle
06/2024,"Service rapide, super emplacementCest cool",service rapide super emplacementcest cool
06/2024,Burger King confluence cest ouf cest juste incroyable  venez en masse les chacales merci nicha la best,burger king confluence cest ouf cest juste incroyable venez en masse les chacales merci nicha la best
06/2024,"Bon accueil, bonne commande, ctait bon",bon accueil bonne commande ctait bon
06/2024,"Excellent service, un personnel trs agrable !",excellent service un personnel trs agrable
06/2024,Service un peu long. Mais super rapport qualiteprix.,service un peu long mais super rapport qualiteprix
06/2024,Trs bon restaurant service rapide,trs bon restaurant service rapide
06/2024,Terrasse pas trs propre. Un toilette avec un seul lavabo pour les femmes.,terrasse pas trs propre un toilette avec un seul lavabo pour les femmes
06/2024,Super experience avec mes copain  ses incroyable xD,super experience avec mes copain ses incroyable xd
06/2024,"Parfait, trs bon accueil.",parfait trs bon accueil
06/2024,On y mange vraiment bien  ce Burger King !,on y mange vraiment bien ce burger king
06/2024,"Trs bon service, rapide et efficace !",trs bon service rapide et efficace
06/2024,"Commandes sur bornes automatiques trs apprciable. Pas de grandes tables pour les groupes, dommage.",commandes sur bornes automatiques trs apprciable pas de grandes tables pour les groupes dommage
06/2024,Bruyant un peu long au niveau de lattente  .mais les sandwiches sont bon.,bruyant un peu long au niveau de lattente mais les sandwiches sont bon
06/2024,"Le meilleur bk de la rgion !! quipiers trs sympa, je recommande",le meilleur bk de la rgion quipiers trs sympa je recommande
06/2024,"Restaurant burger king trs accueillant, propre.",restaurant burger king trs accueillant propre
06/2024,Personnel sympathique et Burger vergue au top !,personnel sympathique et burger vergue au top
06/2024,"Lieu chaleureux, accueil rapide et agrable",lieu chaleureux accueil rapide et agrable
06/2024,Toujours trop dattente. Burger correct pour une grande chane de restauration,toujours trop dattente burger correct pour une grande chane de restauration
06/2024,Trs bon Burger King je recommande fort,trs bon burger king je recommande fort
06/2024,Personnel efficace et sympathique. Peu d erreur dans les commandes.,personnel efficace et sympathique peu d erreur dans les commandes
06/2024,Trs bon ! Merci pour ce burger de roi,trs bon merci pour ce burger de roi
06/2024,Excellent du debut a la fin une experience a couper le souffle,excellent du debut a la fin une experience a couper le souffle
06/2024,"Bon burgers, endroit agrable, mais faites attention au rendu de la monnaie.",bon burgers endroit agrable mais faites attention au rendu de la monnaie
06/2024,"Je suis pass devant,en plus jai horreur des fast food.",je suis pass devanten plus jai horreur des fast food
06/2024,20 minutes dattentes pour 2 menu un record ce 16 aot. Bravo  la direction pour cette gestion!!!,minutes dattentes pour menu un record ce aot bravo la direction pour cette gestion
06/2024,"Service agrable, et repas plutt qualitatif",service agrable et repas plutt qualitatif
06/2024,"pas de surprise, tres bon burger et personnalisable ce qui est le vrai plus de lenseigne !",pas de surprise tres bon burger et personnalisable ce qui est le vrai plus de lenseigne
06/2024,"Burger King agrable, spacieux, propre. Service rapide",burger king agrable spacieux propre service rapide
06/2024,Bon mais toujours bond de monde et espace trop petit pour manger sur place.,bon mais toujours bond de monde et espace trop petit pour manger sur place
06/2024,Sandwich top le reste aucun got nugets oignons coca cola glace kit kat pour le prix trs du pour ma premire,sandwich top le reste aucun got nugets oignons coca cola glace kit kat pour le prix trs du pour ma premire
06/2024,Personnel sympa mais a reste de la restauration rapide,personnel sympa mais a reste de la restauration rapide
