date,review
il y a 6 ans,"24,50 pour un menu burger frites boisson et milk shake, abusé! Le comble pas de boisson à volonté ils ont placé des détecteurs sous les gobelets, limité à un seul remplissage, plus de 100 gouts de boisson différents mais choisissez en qu'un …"
il y a 7 ans,"Chaîne mythique du sud est américain, 5 guys arrivé à Paris dans les traces de BK et c'est plutôt réussi. Les burgers sont bons, les boissons très variées (du jamais vu en France) les frites plutôt pas mal et servies en quantité (petite …"
il y a 4 ans,"Frites fraîches (pommes de terre préparées sur place) cuites dans de l'huile d'arachide, c'est un truc à essayer une fois dans sa vie !
Les portions sont généreuses et les burgers sont préparés devant vous par une …"
il y a 7 ans,"Le veggi est bon, un peu trop épicé pour moi mais pas mal. J'ai adoré le coca 0 framboise. Après n'y allez pas pour un moment au calme entre copines, surtout en heures de pointe, on ne s'entend pas parler."
il y a 6 ans,"Une enseigne qui ne mérite pas tant de mérite que cela. Certes le Burger y est bon (moindre des choses lorsque le prix le plus bas est de 10€), les ingrédients semblent frais mais sans plus. En ce qui concerne les frites, c'est là que ça se …"
il y a 2 ans,"Burgers corrects, mais le pain est hyper sucré ! Les frites sont bonnes. Bon accueil, portions généreuses, resto propre ! C’est valable pour tous les five guys: onéreux"
il y a 6 ans,"Le point positif : les frites!
Sinon niveau rapport qualité-prix c'est pas trop ça:
- une boisson à 3€50 …"
il y a 4 ans,"J ai voulu faire plaisir à mon fils en venant au Five Guys de Paris Bercy. J avais remarqué des mauvais commentaires sur ce lieu. Mais bon, mon ado ne veut jamais écouter...Résultat détestable : 32 euros pour 2 hamburgers de mauvaise …"
il y a 7 ans,"Beaucoup (beaucoup) trop cher pour un burger, même s'il est censé être de meilleure qualité qu'à Mc Donald's. Compter 15€ pour une formule. Frites grasses et molles, burger gras et pas appétissant, salle dégueulasse.. même en sortant affamé du ciné, ne cédez pas à la hype autour de la marque."
il y a 4 ans,"Les burgers sont bons mais on s'en fout plein les doigts, les epices cajuns sur les frites sont reparties de facon très aleatoire et je suis scandalisée de payer 3€50 pour une boiisson de 50 cl coupée aux 2/3 avec de l'eau et qui bulle …"
il y a 2 ans,"Hamburgers et frites satisfaisants.
Par contre pour la propreté on repassera, tout le sol du restaurant est extrêmement glissant, le nettoyage des sols est une option chez eux.
Que doit-on penser de l’hygiène dans la cuisine ?"
il y a 7 ans,"Une étoile pour l'amabilité de l'hôtesse de caisse.
Nous avons testé …Quelle déception !!! Nous n’y retournerons plus !!!!!!!
1° une fille décourageante mais on tient bon car on se dit que ça doit être …"
il y a 7 ans,"Très mauvaise expérience
3 fois la queue : pour passer la commande - pour se servir un soda et pour récupérer sa commande …"
il y a 5 ans,"Le burger bof rien de spécial, de très bonne frites et un choix immense de boisson dommage que se soit limiter qu'à une seul consommation par menu. Mais si vous avez une caissière sympa vous pourrez goûter à une seconde boisson"
il y a 7 ans,"Très bons burgers, les meilleurs que j'ai mangé jusqu'à présent. Les boissons personnalisables sont très sympas aussi. Par contre, le prix est vraiment exagéré, le burger le moins cher est à 9 € (sans menu !)..."
il y a 9 mois,Très bon burgers un accueil agréable la terrasse fait vraiment bonne impression
il y a 2 ans,"Enfin une chaine de burgers qui ont bon goût avec de vraies frites. Les portions sont grosses.
Endroit bien tenu et personnel acceuillant."
il y a 7 ans,"Five guys , c'est une institution américaine du burger. On aime le fait de pouvoir personnaliser son burger avec un bon paquet d'ingrédients et de sauces compris dans le prix de base ( il est vrai plus élevé qu'ailleurs ). Les frites …"
il y a 7 ans,"Nul !! Une demi-heure de queue pour enfin rentrer dans un restaurant bondé, très bruyant (le caissier ne vous entend même pas parler). Un petit génie a eu la bonne idée de faire hurler les enceintes côté cuisine et pas côté resto. Le sol …"
il y a 4 ans,"Bon fast food.

Grosse queue mais équipe organisée donc peu de temps d’attente. …"
il y a un an,"30mins d’attente pour un burger. Peu d’organisation en cuisine.
Pas de réelle option pour les végétariens, juste des champignons 🧐🤔
Décevant dans l’ensemble …"
il y a 7 ans,"Pour un restaurant de type fast food ne proposant pas de service à table, le prix est élevé : comptez 15-20€ pour un burger, une frite et une boisson. Bien que le tout soit assez bon, on peut préférer au même prix le burger d'un restaurant. Attendez-vous également à faire la queue aux heures de pointe !"
il y a 5 ans,"Les burgers de cette chaîne de fast food américaines sont vraiment au dessus de la moyenne! Le large choix de personnalisation est très appréciable. En revanche, victime de sont succès, on peut y attendre assez longtemps si on arrive au mauvais moment."
il y a 2 ans,"Endroit plutot sympa bien qu'etroit a l'intérieur. Sur la nourriture c'est du Five Guys, on sait dans quoi on s'engage, un repas plutot bon pour cher, on se retrouve vite avec une addition élevé mais un repas de qualité"
il y a 6 ans,"18 euros pour un burger froid et basique (du pain industriel quoi...), des machines à boissons qui ne fonctionnent pas et des frites moitiés maison moitiés surgelées. En plus c'est blindé et les serveurs sont aussi perdus que mes clients."
il y a 4 ans,Cela n'engage que moi mais les  meilleurs hamburger sur Paris et en plus il y a des cacahuètes
il y a 6 ans,"Visite en juillet 2017. Un hamburger à 9€, une frite à 3,50€ et une eau minérale de 50cl à 2,75€ pour un total de 15,25€. Je m'attendais à quelque chose de qualitatif, je suis un peu déçu, on est plus proche du fast food habituel que de Big …"
il y a 8 mois,"Très bon comme tous les five guys, mais service très très lent (et sans que ce soit le feu)."
il y a 6 ans,Temps d'attente beaucoup trop longs. Les places sont chères. Pas de table disponible. obligé de manger debout. Impossible de bouger dans le restaurant trop blindé de monde. La queue jusque dehors sous la pluie pour entrer puis commander et …
il y a un an,C'est bon mais ça reste cher pour ce que c'est ... À mon goût il y a trop de paprika sur les frites
il y a 5 ans,"Les burgers favoris de Barak Obama... ils sont bon certes, mais il ne faut pas trop en abuser.
Comptez en moyenne une vingtaine d’euros pour un burger, frite et boisson. Les …"
il y a 6 ans,"Très déçu!
20€ pour un bacon burger, une frite moyenne et une boisson.
Le Burger: Il a une belle tête mais.. malgré les ingrédients  ça n'a aucun goût. …"
il y a 6 ans,Le rapport qualité prix n'est vraiment pas au rdv. Pour une qualité légèrement supérieure à celle du macdo on paie 2fois plus cher. La seule valeur ajoutée étant la possibilité de mettre les ingrédients que l'on veut dans sa base burger.
il y a 5 ans,"Il est vrai que le prix de Five Guys est un peu au dessus des enseignes de fast-foods habituelles. Mais le fait de pouvoir commander un burger où l'on choisit les composants, c'est top. De plus, le choix des boissons à la fontaine est effarant. Donc, un peu plus cher qu'un McDo, mais clairement au dessus."
il y a 5 ans,"A fuir !!! comprend pas comment on peut apprécier ce qu'ils servent ! même chez macdo c'est meilleur (c'est dire) que leurs burgers surchargés, au pain gluant de graisse, froid et au final sans gout. En plus c'est cher, l'attente est longue, le restau est sale et la musique trop forte."
il y a 7 ans,"Beaucoup d'attente et prix assez élèves mais ça vaut le coup ! Leurs burgers sont excellents 🍔 ! Je conseille aussi les milkshakes :)
Comptez 11 euros pour un sandwich environ …"
il y a 7 ans,J'adore !! C'était mon QG aux USA et je suis tellement contente qu'ils arrivent en France ! Bon la queue était longue mais relativement bien organisée pour que ça avance de façon satisfaisante. Petit bémol sur le prix par contre ! Heureusement qu'ils sont au top côté burger
il y a 3 ans,Beaucoup trop chère pour ce qu'on nous sert. La nourriture est très moyenne. La personne qui a prit ma commande n'a pas compris pourquoi je ne voulais pas de sel sur mes frites.
il y a 4 ans,"Cher, très cher pour ce que c est.un self, ou on fait la queue comme au mc do.4 hamburgers, tous avec erreurs d ingrédients,  tous!! La moitié du burger est froid( le pain, tomate, fromage non fondu). Les frites sont excellentes et …"
il y a 7 ans,"Avant de goûter au graal du burger américain il faudra relever le défi de la queue (30 mn un vendredi après-midi, avec environ 10 mn d'attente). Mais le goût est au rendez-vous !! Compter 18€ pour un cheeseburger bacon avec frites et boisson."
il y a 7 ans,"Une longue attente pour un burger à 10€ et un petit cornet de frites à 3,5€ qui ne sont ni à la hauteur de la réputation ni même au niveau de ce qu'on trouve à Londres. On retrouve la marque, pas le goût."
il y a 6 ans,"Désolé pour les fans de Five Guys, mais pour moi, il s'agit plus d'un effet de mode qu'autre chose : …"
il y a 11 mois,Je suis passé pour aller au toilette mais la dernière fois que je suis venu manger c'était très bon !
il y a 2 ans,"Plutôt pas mal, les burgers sont bons mais je trouve ça un peu cher, surtout faut acheter à la carte, pas de menus disponible"
il y a 7 ans,"Amateurs d'hamburgers passez votre chemin. Des burgers tiedes, sans saveur, c'est cher pour ce que c'est, et vous pourrez trouver bien mieux a Paris, sans aucun doute. …"
il y a 5 ans,"17 euros pour un pauvre burger 2 steak, une petite frite et un soda. J'ai mal à mon porte feuille, viande grasse, le pain baigne dans le gras de la viande.
Beaucoup de blabla pour pas grand chose, ça reste un fast food de plus quoi.. …"
il y a 6 ans,"C'est bon... Mais la prochaine fois ça sera little burger et sans Milkshake parce que sinon on sent que ça digère toute la nuit... Dommage que la boisson soit pas illimitée en quantité, contrairement aux cacahouète. …"
il y a 7 ans,"Très bons burgers.
Malheureusement un cran en dessous des 5 guys américains... Tout en etant plus chers (11 € alors qu'on est a 8 $ aux USA). …"
il y a 2 ans,"1ère fois...les burgers ok, frites un peu trop salées, mais surtout décu par le coup des gobelets Soda....à quasi 4€ le gobelet, tu ne peux te servir qu'une seule fois ( gobelets pucés)...je ne m étais pas servi à fond la 1ère fois car la.mousse allait déborder...bah dommage pour moi....donc abusé pour le tarif des boissons"
il y a 6 ans,Les Milkshakes sont les meilleurs. Le reste dépend des goûts.Je trouve cela moyen et cher. L'ambiance est à fuir car il y fait chaud et la musique est excessivement forte. Mieux vaut prendre à emporter.
il y a un an,Ils ont un choix de milkshakes assez sympa. Le lotus-speculoos n'est pas vilain.Je n'ai cependant pas encore goûté leurs burgers...
il y a un an,"Excellents burgers, frites cajun délicieuses, milkshake fameux mais un peu cher."
il y a 7 ans,"Ouf retournée un soir vers 18h30 plus de queue. Le hamburger pain 2 beaux steak bien grillés sans sauce juste oignons grillés et cornichons, là on sent bien le bon goût de la viande hummmm. 9euros."
il y a 5 ans,"Y'a du monde, beaucoup de monde. Un bruit de dingue pour récupérer les commandes mais les burgers sont bons. Ils sont cher aussi donc avis contrasté. Avis positif si passage exceptionnel... Mais je n'aurai pas envi d'y retourner toutes les semaines."
il y a 3 ans,"Trop bruyant, mal organisé,  les buns des burgers arrivent trempés d humidité, les prix sont excessifs.
Bref, l idée est bonne mais la réalisation trop imparfaite."
il y a 4 ans,Les prix sont excessif pour la qualité des produits présentés et même niveau présentation  ce n’est pas top Mcdo fait mieux. Ok c’est du fait sur place mais même  niveau goût à ce prix on trouve beaucoup mieux . Il n’y a pas de menu tout …
il y a 2 mois,Bon et efficace! Mais blindé.
il y a 6 ans,"Très décevant mais ce n'était peut-être pas le bon jour  :
- Pas d'explication sur la composition des burgers.
- Serveur hyper speed mais on attend longtemps avant d'être servis... …"
il y a 2 ans,"Pour le tarif je m'attends à un avoir un burger chaud (pas tiède). Le burger commence par le pain. Qu'il soit tout simplement ""froid"" n'est pas satisfaisant."
il y a 5 ans,"L'odeur ambiante de friture et cuisson n'est pas très engageante, le prix un peu élevé.
Les produits pas mal. …"
il y a un an,Je vous recommande ce restaurant !! Service impeccable y’a vraiment rien à dire. 10/10 pour les repas j’adore !!!
il y a un an,Une équipe fort sympathique et à l'écoute des néophytes que nous étions. Nous avons été très bien conseillés et servis rapidement malgré l'heure tardive. Que du bonheur.
il y a 5 ans,"Viande pas du tout goûteuse, formule trio non disponible donc pour une frite moyenne, une liqueur et un cheeseburger je me retrouver a payer 18€! ... trop cher par rapport à nos five guys en Amérique du Nord !"
il y a 5 ans,"Fast food bon mais sans plus. Ceux qui sort du lot reste les frite cajun. Cependant les tarifs sont beaucoup trop honéreux pour ce qui est proposé. 9€ le burger, 5€ la frite, 6€ le milshake... Un peu abusé pour de la street food."
il y a 5 ans,"Bons burgers mais trop chers pour ce qu'on a, burger+frites+boisson environs 16€ et on dirait qu'on a écrasé les burgers et les frites pour nous les servir. En plus de cela, il y a publicité mensongère, on nous vend ""Plus de 100 boissons"" …"
il y a 6 ans,"Le cheeseburger a 10€ est juste correcte pour un tel prix, et l'option veggie sandwich (dans un bun) est juste médiocre et limite insultante. Des champignons juste décongelés jetés dans dans du pain avec quelques feuille de salades... Affligeant. Vous avez entendu parler de steak végétal? Aucun soin."
il y a 3 ans,"Je suis très déçu. La viande trop cuite donc indigeste. Les 4 burgers étaient immangeables. C’est dommage.
Mes enfants ont tout jeté... …"
il y a 6 ans,"Burger sans saveur.
Qualité de la viande désastreuse.
Prix excessif. …"
il y a 7 ans,"Je suis bon client pour les hamburgers et bon client de Five Guys .... aux USA.

L'enseigne se moque carrément du public français, à commencer au niveau du prix …"
il y a 5 ans,"Rien à dire concernant les burgers, ils ont bons et vous avez la possibilité de choisir votre garniture donc le concept pour un Fast Food est plutôt sympas. Par contre, petit bémol, je ne suis pas allé dans les autres FIVE GUYS de PARIS …"
il y a 3 ans,Super découverte ! Un peu cher comparé à un fast-food habituel mais c'est super bon !!! La qualité est au rendez vous un petit plus pour les frites pimenté 😊 …
il y a 6 ans,"Très bon, mais le côté négatif ou je me sent obligé de retirer deux étoiles c’est pour la sonorité qui est beaucoup trop forte a ne pas s’entendre parler. difficile de choisir ce lieu pour un rencart... je demande un milkshake on me dit que …"
il y a 6 ans,"Super BON les burgers! Le pb est la propreté et parfois le manque de place! C'est quand mm presque 20€ car le burger, les frites + la boisson, tt est à la carte! Ça serait donc bien de pouvoir s'assoir dans un endroit propre!"
il y a 5 ans,20 minutes pour obtenir un coca... ça a laissé le temps au hamburger de refroidir. Hamberger servi dans un papier d Alu... pas de plateau - on mange à même la table pas nettoyée. …
il y a 4 ans,Toujours blindé mais les burgers sont top. Par contre comptez plus de 15€ pour un burger frites boisson. Un peu cher compte tenu du fait que l'on attend debout et comme dans beaucoup de fast food il n'y a pas de service en salle.
il y a 4 ans,"C'est cher pour ce que c'est, vraiment on peut avoir à ce prix là un très bon burger. Après ça reste correct.
Par ailleurs, lorsque j'ai demandé que faire des bouteilles en verre à une …"
il y a 7 ans,"C'est exactement comme la version américaine mais avec un prix exorbitant... Je comprends que ce soit plus cher qu'un mc do ou un BK mais là, burger plus frites revient plus cher qu'un ""vrai"" restau. C'est sensé être un fast food à la base …"
il y a 7 ans,"J'ai aimé le gout de leur burger, les frites servies en grosse quantite et assez ""maison"". Le distributeur de boisson vaut a lui seul le detour pour sa curiosité. …"
il y a 6 ans,Attention j'ai lu sur leur site que les frites sont cuites à l'huile d'arachide et pour ma part j'y suis allergique. Dommage qu'un produit aussi allergène n'est pas encore été subsitué. de toute façon rien ne vaut les frites du Ch'Nord cuite à la graisse de boeuf !
il y a 6 ans,"Fast food qui profite de sa notoriété.
Pour un repas à 25€ comprenant burger + frite + boisson + milkshake la prestation est totalement décevante. …"
il y a 7 ans,"Attention très copieux ! Les hamburgers ont double steak, ce qui a tendance à caler assez vite. Une petite frite pour accompagner suffit généralement. Les Milkshakes sont bons si on les aime epais"
il y a 5 ans,"Supérieur à Mac do certes, mais la viande 1 peu trop cuite et le ""pain"" 1 peu rabougri.
Les frites : sans plus. …"
il y a 4 ans,"J'ai voulu essayer le fameux five guys.
Un petit cheeseburger et un soda pour 10€.
Il faut choisir ce qu'on mets dans le burger, un peu comme au Subway, on doit se …"
il y a 6 ans,Un burger qualité Mac Do au prix d'un bon burger. Petit choix d'ingrédients pour personnaliser votre burger. N'espérez pas en choisir la cuisson  :  ça sera 2 steaks tout fins très (trop) cuits. On a apprécié les frites. Autant de queue pour si peu  :  etonnante popularité. A éviter si vous aimez la viande.
il y a un an,"Pas de surprise avec five guys, les burgers sont bons, les frites aussi. Mais les tarifs sont assez élevés, proches de restaurants avec des burgers maison."
il y a 5 mois,Merci à Samia pour ce service de super qualité!!
il y a 5 ans,"Quelle arnaque !! C'est du vol à main armée !! Et franchement il n'y a pas de raison de s'y rendre tellement rapport qualité prix c'est nul ! A fuir !! Autant aller chez MC Donald. Sinon je vous conseil Burger & Fries, 1 Boulevard de Bonne …"
il y a un an,"Dommage de ne pas proposer de menu
Les frites y sont bonnes
Il n'y a qu'un burger vegge aux champignons il est correct
Il y a toujours de la place pour s'asseoir"
il y a 3 ans,Bacon burger avec frites pour 21 euros. Pas mauvais mais on trouve mieux à Paris. Frites trop salées et pas digestes du tout. Fini pour moi ce resto.
il y a 7 ans,Le principe est originale on peut composer son Burger comme on veut et l'ambiance est typique des fast food americains. En revanche même si la nourriture et très bonne et les frites de bonnes qualités les prix restent très chers.
il y a 4 ans,"La mayonnaise des burgers a changé.
Elle n est pas bonne du tout.
Avant c'était la meme mayo que celle des frites en libre service (la Heinz) et …"
il y a 6 ans,Je kiffe ! Choix des ingrédients dans son burger (dont jalapeño 😝) ! …
il y a 4 ans,"Au regard de l'attente et du nombre de sandwichs en préparation,  le mien est arrivé tiède et détrempé par la condensation puisque enfermé dans son papier d'aluminium. Quant à ma compagne,  elle est tombée malade. Les frites ne sont pas passées.  Coïncidence ou non, je n'y retournerai pas."
il y a 7 ans,"Si c'était aussi bon qu'aux USA, ca vaudrait surement son prix.

Mais franchement, y a rien à voir... …"
il y a 2 ans,Bien trop cher pour ce que c est.. ....oignons pas grilles.....viandes sans goût.......pas de menu.....frites en vrac dans votre sac......je ne reviendrai pas dommage l equipe est sympa ...quant aux toilettes au fond  les balayettes je vous laisse deviner!!!!!!
il y a 5 ans,Un bon fast food come je les aimes
il y a 4 ans,Honnêtement j ai été déçu pr ce second passage ds cet établissement. A son ouverture il était plus chaleureux. Les boissons sont à volonté si vous voulez sur place mais ne sont pas bonnes.. et pratiquement sans gaz..le hamburger est goûteux mais pas extraordinaire et le prix est un peu cher pr la prestation donnée
il y a un an,"Les burgers sont très bon, juste les sauces piquantes ne sont pas assez fortes."
il y a 5 ans,"Frites pas bonnes (arrière goût d'huile rance) et jetées à même le sac avec l'huile qui suinte au travers. Pas de plateau. Musique très très forte, on s'entend à peine parler. Je préfère aller à quelques mètres de là chez le concurrent."
il y a 4 ans,"8€ le hot dog. Pas le menu, hein, le hot dog. Un truc immonde, du pain brioché pas chauffé, une vieille Knacki coupée en deux. Du vol. En tout cas niveau goût, y a pas à dire, on mange américain. Il manque que le fromage en tube, mais ça …"
il y a 7 ans,"Compter presque 20€ pour un Bacon burger, une frite moyenne & un soda.
C'est du niveau de McDonald's en mieux, à 10€ le menu okay, mais à 20€, je préfère aller chez Big Fernand qui est clairement meilleur et moins cher. …"
il y a 5 ans,"Service très rapide, mais il faut être habitué de ce genre de fast food pour en apprécier la valeur par rapport à un McDonald's ou autre Burger King.
En revanche, les aliments y sont plus gras, il est plus difficile de s'en sortir avec les mains propres sans passer aux toilettes."
il y a 7 ans,"Super cher !
1 Sandwich à peine plus gros qu'un big mac plus une moyenne frite plus 1 boisson plus 1 Milk shake 27 € et des poussière ! …"
il y a 4 ans,"Les frites sont tres salé, le sandwich vegetarien trop de sauce les aliments a l'interieur (oignons) tombent du sandwich, la musique a fond je ne sais pas si c'est leurs concept!!!! Pire cest qu'il ne y a pas de plateaux, il faut manger a …"
il y a 5 ans,"Bonsoir de bon matin.
Aujourd'hui, j'eu décidé d'aller me rendre en votre restaurant 5 mecs, témoignage de l'américanisation de nos sociétés occidentales. Arrivé sur place tel …"
il y a 7 ans,"Bon mais Très cher!!!
j'y suis allé aux USA recèment puis à Bercy hier et le prix est de 50% plus cher. Vous pouvez le vérifier facilement sur le net. 23.50 euros pour un cheese …"
il y a un an,"Avis mitigé ça reste des burgers et c'est assez cher, 35€ a 2.
Équipier agréable
Salle propre …"
il y a 7 ans,"Le choix des Burger est simple.
On peut rajouter tout les ingrédients qu'on veut.
Le milkshake est bon mais attention à ne pas mélanger les parfums trop sucrés. …"
il y a 5 ans,Fast food le plus chère que je connaisse à ce jour. 35 euros pour deux burger avec moyenne frite et deux boissons. Les burgers ne sont pas exceptionnel même si le principe de faire son burger reste sympathique. Endroit très propre par contre.
il y a 2 ans,"Pas satisfait car j ai passé commande via l'appli five guys, j arrive sur place et on a refilé ma commande à une autre personne😱👎, j ai perdu pas mal de temps... Bon le caissier a essayé de rattraper l erreur en me préparant rapidement ma …"
il y a 4 ans,"Je n'ai rien à reprocher au gout et à la team! Mais ce serait parfait si la musique n'était pas aussi forte. On s'entend à peine. La seule chose que l'on desire c'est prendre son hamburger et allez dans le resto à coté pour s'asseoir , tellement la musique est forte. Svp que la direction fasse quelque chose 😭 …"
il y a 7 ans,"Burger de qualité ! On peut comprendre l'engouement. Après, ça reste du fast food avec l'ambiance qui va avec (beaucoup de monde, du bruit, etc.). Pour manger au calme et profiter, vaut mieux prendre à emporter."
il y a 5 ans,Burger ne casse pas des briques. Pain moyen et 2 steaks plats. En plus long à servir. Et frites tièdes. Je ne comprends Hobama. Long à servir et cher pour ce que c'est. Mais il faut tester. Perso je ne pense pas que y retourner.
il y a 5 ans,"L'odeur ambiante de friture et cuisson n'est pas très engageante, le prix un peu élevé.
Les produits pas mal. …"
il y a 3 ans,"Première fois qu'on a testé FG. Super burger.
Meilleure Bacon Burger que je n'ai jamais mangé jusque là.
Le restaurant en lui-même fait très retro style diner Americain. Sympa."
il y a 5 ans,"Manque d'organisation a la récupération de la commande, pas de système d'alarme ou d'affichage de numéro pour récupérer la commande. Pas de plateau de service. L'hamburger veggie aurait été meilleur avec un steak végétarien. Par contre, excellents milkshake et frites, personnel agréable,"
il y a 6 ans,Génial si vous souhaitez payer une fortune pour des hamburger insipides servis dans de l aluminium et des frites versees dans du papier kraft.  Le tout dans une ambiance sur sonorisee et bien sûr c'est vous qui faites le service. Incroyable que le monde se batte pour y aller.
il y a 6 ans,"Si on juge le rapport qualité prix je mettrais même moins d'étoiles encore. Des queues interminable pour un prix beaucoup plus élevée que n'importe quel burger Bar. Il y a des brasserie mille fois meilleurs, moins chère avec de la meilleure …"
il y a 6 ans,"Le burger et les frites sont bons. Les combinaisons pour le burger sont presque infinies. Idem pour le milkshake.
Un regret toutefois : l'odeur qui reste incrustée dans les vêtements après un passage dans ce restaurant..."
il y a 7 ans,"Je mets que 3 étoiles car la musique est trop forte, ce qui rend l'endroit bien trop bruyant. C'est de la bonne musique, mais trop fort.
Pour les burgers c'est bien meilleur que ce qu'on trouve dans les autres fast food."
il y a 3 ans,"Ça va, rien d'extraordinaire. Leur burger vegan laisse à désirer (que des légumes entre deux tranches de pain). Ils devraient proposer du Beyond Meat comme le font d'autres enseignes"
il y a un an,"Plus j'y retourne, plus je trouve cela vraiment très cher . Les burgers sont plutôt bons oui mais là présentation et le service laissent à désirer."
il y a 5 ans,"Bruyant, 25€ menu + milk shake, pas possible d'avoir ton milk shake a la fin de ton repas le weekend (ou par.manque d'envie), tout est donné dans un sac en papier, le burger dans un papier alu (surconsommation d'emballage), on ouvre le …"
il y a 7 ans,"Bons burger mais pour le prix (18€), pas de choix de cuisson, pas de Dr pepper, distributeurs de boissons non rechargés et pas de boisson à volonté (à quoi bon proposer 200 boissons si c'est pour risquer de se tromper). …"
il y a 6 ans,Y aller pour les frites fraîches et les milk shake (Beurre de cacahuète banane !) l'idée de pouvoir choisir la garniture de son burger est pas mal mais le burger est tout ramolli une fois sorti de son emballage. Ca reste du fast food.
il y a 6 ans,"Une base de burger et le choix des autres ingrédients, en voilà une bonne idée. Les burgers sont bons, les frites cajuns sont délicieuses et bien épicées et pour finir les milkshakes sont terribles. C'est un poil cher mais les portions sont généreuses."
il y a 7 ans,Burger très savoureux et des frites (cajun) absolument délicieuses!
il y a 6 ans,"Très bon cheeseburger et milkshake au beurre de cacahuète ! Aussi bien pour le goût que pour les produits de bien meilleure qualité qu'un banal fast food.
Bémol : toujours bondé même si le service est plutôt rapide .Ambiance qui donne …"
il y a 7 ans,"Peut etre un peu trop  de hype pour cette ouverture et vu le monde qui s'y amasse.
Mais c est bon et dans une gamme de prix tres correct (c'est à dire bien moins …"
il y a 6 ans,"Que des points négatifs: prix élevé, qualité médiocre, attente interminable, boisson immonde, norme d’hygiène 0. Il faudrait 4 hamburgers pour être rassasié vu les portions décevantes de ce « restau ». Beaucoup de pub pour rien, honteux. Choquée et déçue"
il y a 4 ans,"Très bon, cuisine ouverte tout est fait devant vous, pas avare sur les frites par contre le prix du Burger un peu haut. Je recommande tout de même."
il y a 6 ans,Alors premièrement les gens qui disent que c'est mauvais car ils préfèrent manger mcdo sous prétexte que c'est moins chère sachez que Five Guys c'est bien mieux que tous les autres fast-food et je vais vous le montrer. …
il y a 6 ans,"Il n'y a bien qu'à Paris qu'on fait la queue 30 minutes pour bouffer un burger à 13€ qui s'avère parfaitement banal (steaks trop cuits, condiments habituels, pain ordinaire) ..... A moins que cette mode débile soit contagieuse, comme Starbucks ?"
il y a 3 ans,"De très bons burgers que l'on peut personnaliser à souhait, tout comme le choix de boissons impressionnant. Le seul point négatif est le prix, c'est bien trop cher malheureusement."
il y a 5 ans,"Serveurs sympas ! Très bon burger avec leurs frites aux paprikas_ et comme  boisson le fanta raisin ( pleins de choix de boissons gazeuses c top !)
Par contre il n y a pas de menus donc l'addition peut être salé"
il y a 4 ans,Nous sommes juste venus prendre de milk-shake résultats nous avons passé plus de 25 minutes dans le fast-food. Mais bon on peut comprendre avec la popularité simplement c'est usant de se faire bousculer toutes les deux minutes par des …
il y a 4 ans,"Les produits sont frais et savoureux , les lieux sont très propres, il y a toujours du personnel qui nettoie les lieux
Petit bémol pour le bruit, la musique et trop forte et la préparation du plat prend un peu trop de temps (à mon sens) mais je suis peut être tombé au mauvais moment."
il y a 6 ans,Ma dernière visite m'a moyennement convaincu. Le goût est bon mais le pain ressemble à celui qu'on peut acheter en grande surface et les frites étaient sèches.
il y a 8 mois,"Quel horreur,une qualité à la burger king pour 3x plus cher"
il y a 6 ans,Les burgers sont préparés à la commande.  Donc venez plutôt quand c'est calme pour avoir un burger bien chaud. Attention les boissons ne sont plus à volonté suite à une loi contre l'obésité.
il y a 6 ans,"Une arnaque hormis les frites et le service plutôt bon, le cadre est moche, le Burger mauvais, avec une cuisson hyper grillée comme le bacon et à peine chaud. Tout ça pour un prix en mode pigeon. A éviter."
il y a 3 ans,"Un incontournable du fast food. Les burgers don't sympa, les frites excellentes et en quantité gigantesque (sérieux une frite.moyenne pour deux c'est largement suffisant), les machines à boisson sont super sympa et quand y en a, les cacahuètes épicées sont super bonnes."
il y a 7 ans,Une étoile parcequ'on ne peux pas en mettre 0... L'établissement est dans un brouillard de gras constant! Le sol est glissant c'est incroyable ! Et côté repas .. on peut pas appeler ça une chaine spécialisée dans les Burger ... Très déçu après tout le bruit qu'on en faisait..
il y a un an,"Buger délicieux, portions généreuse ! Petit bémol le personnel n'est pas super aimable.
Je recommande quand même 😉 …"
il y a 4 ans,Très bon restaurant ! A qualité des produits est bonne et on personnalise son burger ! Mais la présentation est bof (dans un sac pour les frite est dans de l'alu pour le burger ! De plus la musique est tellement forte qu'on a du mal a comprendre les serveurs.
il y a 6 ans,"Un attrape touriste. 19,5€ un menu qui n'en vaut même pas 10€. Même la boisson n'est pas illimité malgré le prix du menu!!!! Sur ce coup là les américains nous ont bien eu!!!! #arnaque"
il y a 7 ans,Frites et hamburgers maison préparés devant vous ce qui confère un goût comme réalisé chez vous. Tout est succulent et les frites à tomber par terre car faites dans l'huile d'arachide. Tout est à la carte (pas de menus) et vous choisissez …
il y a 7 ans,"En entrant, un tas de sacs de pommes de terre sur palette gêne les allées et venues, on se croit dans une épicerie ""exotique"" du boulevard de la chapelle, la musique à pleine puissance gêne le passage de commande et en regardant la carte je …"
il y a 7 ans,"Cher, bruyant et bondé mais au final on se retrouve avec ce qui se rapproche le plus d'un VRAI burger US. Pour faire baisser un peu la note, sachez qu'une portion de frites se partage facilement à deux. Pour éviter le monde, privilégiez l'ouverture. Expérience à faire au moins une fois."
