date,review
il y a 5 ans,Très bon Burger
il y a 6 ans,Très bon hamburger
il y a 5 ans,Vraiment très moyen
il y a 5 ans,Trop bon 😁 …
il y a 7 ans,Bon
il y a 7 ans,sympa
il y a 6 ans,Goût exceptionnel
il y a 2 ans,Excellent 😌👌🏾 …
il y a 3 ans,🙂🙃 …
il y a 6 ans,Lieux agréable
il y a 6 ans,Bons burgers et bonnes frites
il y a 5 ans,Allez par vous même !!
il y a 7 ans,Burger simple et efficace
il y a 6 ans,Pas terrible
il y a 3 ans,Excellent
il y a 9 ans,"rapide, bon"
il y a 5 ans,Excellent
il y a 3 ans,Burger super bon
il y a 2 ans,Est ce halal ??
il y a 4 ans,Burger végétarien ridicule
il y a 2 ans,Burger au top !
il y a 4 ans,Frites délicieuses
il y a 4 ans,Bon  burger
il y a 5 ans,Incroyable
il y a 5 ans,Burger excellent
il y a 5 ans,Cheeseburger au top 🔥🔥 …
il y a 6 ans,Burger maison
il y a 5 mois,"Les tables surtout celles à l'extérieur ne sont pas propres du tout. Vous pouvez même voir les restes sur les tables. Le choix et la commande sont automatisés, mais lorsqu'un problème survenait et que nous devions demander de l'aide, ils …"
il y a 2 mois,"Nous avons commandé deux doubles cheeseburgers et des frites, le hamburger lui-même était bon mais les frites étaient horribles, elles étaient brûlées et sèches. …"
il y a un an,"La nourriture était bonne. Chaud et arrivé frais. Les filets de poulet étaient très savoureux et croustillants ! Si vous souhaitez commander le burger au poulet, je vous recommande de ne pas commander les filets de poulet, car la galette de …"
il y a 5 mois,Des burgers à bon prix dans une ville chère comme Paris. Bon Sabri servi avec beaucoup de pommes de terre. Très bonne soirée.
il y a un an,Nous avons apprécié les hamburgers et les frites. Mon père et mon mari avaient envie d'un hamburger et nous voulions quelque chose de local. Les hamburgers étaient bons et le paysage depuis le deuxième étage était incroyable.
il y a 3 semaines,"Les ingrédients du burger étaient de bonne qualité, les frites étaient très bonnes et l'ambiance est agréable, mais je pense qu'appeler le burger végétarien un hamburger semble être un abus du mot hamburger. C'est un sandwich végétarien, …"
il y a un an,"L'endroit est moyen, il n'est pas très grand et à l'intérieur il y a peu de tables, mais il y en a à l'extérieur. Il y a une connexion Wi-Fi gratuite, les prix sont abordables, seule l'huile avec laquelle ils cuisinent les pommes de terre a un goût vieux, ils n'ont pas de variété de boissons gazeuses."
il y a 10 mois,Nous avons visité cet endroit un jour après avoir découvert leur magasin près de la gare Odéon. …
il y a 4 ans,Lieu de burger solide à Paris. Le burger et les frites étaient tous deux très bons et ne coûtaient pas un bras et une jambe comme le font la plupart des endroits à Paris. C'était notre premier repas lors de notre arrivée à Paris et nous …
il y a un an,La qualité est meilleure que celle de tous les fast-foods mais mon burger était un peu sec. Les chips étaient trop courtes tout comme les restes mais le prix est bon pour une ville comme Paris et dehors la vue était plutôt sympa.
il y a 5 mois,"Manger raisonnablement pas cher pour Paris mais bon et savoureux burger double fromage. Envie de donner un peu de répit aux escargots et aux cuisses de grenouilles, n'hésitez pas ! Pourrait faire un coup de langue si la peinture à …"
il y a 3 mois,L'un des appels d'offres n'était pas complet. Nous avons contacté l'employée et elle nous a fourni un ensemble complet d'offres. Elle s'est également excusée en disant « désolé ». J'ai été profondément touché par son geste et j'apprécie vraiment leur service.
il y a 11 mois,"J'y suis allé car c'était proche de mon logement, c'était délicieux et les frites étaient croustillantes, c'était un très bon repas pour le prix !!!"
il y a 4 mois,Le service est très sympathique ! Et le burger végétarien avec frites était super savoureux. Les prix sont bon marché. Merci!
il y a un mois,"Filets de poulet très savoureux, vraiment juteux et parfaitement frits. Les frites aussi étaient vraiment savoureuses et fraîches"
il y a 7 mois,Le burger n'était pas mal et le prix était correct pour Paris.
il y a 3 mois,Burger & Fries est un endroit agréable à Paris pour se retrouver et manger un bon burger. …
il y a 5 ans,"Ici, vous pouvez acheter des hamburgers, des frites et une boisson pour 8 à 10 euros.
Au niveau du goût, les frites étaient très molles et n'avaient pas beaucoup de …"
il y a 2 ans,"Très bonne boutique. Service haut de gamme et très, très savoureux pour peu d'argent (moins cher que McDonalds et beaucoup plus savoureux). Nous avons été très satisfaits et aimerions revenir si nous revenons à Paris !"
il y a 9 mois,C'était le pire bug que j'ai jamais eu de ma vie !!! Le pain était tout brûlé donc il a un goût amer et la galette était sèche :(
il y a un an,C'est la première fois que je mange ici et nous n'avons pas été déçus ! Nourriture vraiment savoureuse. Options végétariennes également !
il y a 5 ans,"C'est bon mais pas génial, les portions sont un peu petites mais le prix est bon ils ont des menus avec burger, frites et boissons à partir de 8€ ils ont aussi la possibilité d'ajouter des jalapeños pour un prix supplémentaire pour ceux …"
il y a 5 ans,"Menu simple, bons prix, recharge gratuite. Burger avec frites pas mal, mais ni délicieux. Bon pour un déjeuner rapide. Des toilettes qui sentent terriblement mauvais."
il y a 8 mois,"Le burger a l'air incroyable mais n'a qu'un bon goût. Je pense que c'est sous-salé. Les frites sont bonnes. Places assises à l'intérieur et à emporter uniquement, pas de tables à l'extérieur. Le personnel est sympathique et serviable, y compris en anglais."
il y a 5 ans,"Bel emplacement et personnel sympa, mais le hamburger a une très fine couche de bœuf. Assez ordinaire je dis mais à un bon prix."
il y a 4 ans,"J'ai cherché sur Google un restaurant à proximité de mon logement.
J'y suis allé parce que les critiques étaient bonnes.
C'est un excellent restaurant de hamburgers👍🏻👍🏻👍🏻👍🏻 …"
il y a 2 ans,"Je suis tellement content d'avoir vérifié cet endroit, la nourriture était vraiment excellente et la dame qui me servait aux caisses était vraiment gentille et polie, merci et je reviendrais certainement ici chaque fois que je viendrais à Paris :)"
il y a 4 mois,"Des trucs très sympathiques, des burgers simples et kice pour un petit budget ! Les frites sont géniales !!"
il y a 4 ans,"Vraiment vraiment vraiment délicieux !
La machine à boissons est équipée d'un lecteur de codes-barres à côté.
Vous devez scanner le code-barres sur la tasse pour obtenir votre boisson.
Peu importe combien de fois j’ai appuyé sur le bouton, rien ne sortait, alors j’ai demandé."
il y a 7 mois,"Nourriture très bonne et pas trop chère non plus. Service sympathique, cependant le magasin n'est pas particulièrement attrayant mais c'est certainement une recommandation à emporter !!"
il y a 2 ans,"Un excellent choix pour les amateurs de burgers de bœuf grillé et de poulet frit
Le service est super …"
il y a un an,"Le meilleur burger que j'ai mangé à Paris, de très bons ingrédients et un service rapide. Les frites sont très savoureuses !"
il y a 5 ans,"C'est un burger correct, le prix est très bon marché dans le coin, malheureusement les frites manquent un peu."
il y a un an,"Super magasin. Les hamburgers sont très bons. Pour 10 euros, vous obtenez un citoyen, des frites et des boissons gazeuses rechargeables. Vous êtes bien nourri. Le magasin est très propre et le personnel est très sympathique. Donc tu ne peux pas te tromper"
il y a 5 ans,"un peu cher par rapport à un équivalent de Tokyo, mais le burger était tellement bon qu'il mérite son prix. Ceci dit, c’est une option moins chère quand on mange au restaurant à Paris."
il y a 9 mois,"Nous avons mangé en chemin et avons trouvé que c'était bon rapport qualité/prix.
Une fille nommée Chahina nous a aidé (d'après le ticket) et elle était vraiment super sympa. Les hamburgers étaient délicieux."
il y a 4 ans,"Burgers et repas américains. Comparé à d'autres restaurants de restauration rapide, celui-ci est de meilleure qualité."
il y a un an,"Commandé via Uber Eats et j'ai été très impressionné. Nous n'avons pas attendu longtemps notre commande et c'était délicieux ! Des hamburgers de grande qualité, de bonne taille et beaucoup de frites aussi. Je reviendrai certainement ici à Paris."
il y a 6 ans,Le burger était délicieux et le personnel féminin était sympathique !
il y a 2 ans,"Excellent burger au bœuf et au fromage
Burger au poulet moyen"
il y a 10 mois,"Ce n'est pas un endroit propre, il y a différentes choses dans le burger, je ne le recommande absolument pas, ça donne la nausée."
il y a 10 mois,"Le meilleur burger de la ville !
L'endroit dispose du Wi-Fi pour travailler"
il y a 11 mois,"Leurs burgers sont tellement bons ! Le service était impeccable, la dame qui y travaillait était tellement gentille ! Je recommande à 100% !"
il y a 5 ans,Le burger est plutôt bon alors que je n'opterais plus pour les frites.
il y a 6 ans,J'ai mangé ici environ 40 fois et ça va toujours de 4 à 5. Les hamburgers sont frais et savoureux et les frites sont bonnes. C'est essentiellement un fast-food mais de loin supérieur. …
il y a 4 mois,"Pas très savoureux, le burger a besoin de plus de sel."
il y a 9 mois,Très bon mais petite portion de frites et le bœuf n'était pas bien assaisonné
il y a 2 ans,Le pire burger de tous les temps ! Très rassis je pense que le poulet est périmé !.. C'était comme un chewing-gum …
il y a un an,Cuisine délicieuse et prix très attractifs !
il y a un an,"En visite à Paris et je me demandais lequel essayer, le McDonald's français ou le KFC français. Au lieu de cela, j'ai décidé de chercher un restaurant de hamburgers local et j'ai trouvé cet endroit juste au bout de la rue. Du vrai bœuf, de vraies frites, de vrais hamburgers. Simple et sans prétention mais délicieux !"
il y a 4 ans,"Le burger végétarien est... juste des légumes. Il n'y a pas de galette. Le milkshake est horrible ! Trop cher par rapport aux joints de burger comparables. Ils ont un système de code QR, vous ne pouvez donc pas avoir plus d'une recharge …"
il y a un an,"Restauration rapide par excellence. Vous entrez, commandez depuis l'écran et la nourriture est sur votre table en un rien de temps. La nourriture en elle-même est bonne et le personnel est vraiment très sympathique. Et en prime, ils parlent anglais !"
il y a 5 ans,"J'y suis arrivé il y a 10 minutes. Sans aucun doute le meilleur burger que j'ai jamais mangé. Des grillades parfaites, des gens heureux et sympathiques, des frites ultimes ! 😍 …"
il y a 6 ans,"Le burger est toujours excellent, le service est simple et rapide, il y a une fontaine à soda que vous pouvez boire à volonté. Mon seul problème est que parfois les frites ne sont pas fraîches. Quand ils le sont, ils ont bon goût, quand ils ne le sont pas..."
il y a 5 ans,"Certainement PAS In & Out, mais cela suffira pour un côtier ouest comme moi, vivant loin de mes hamburgers préférés. …"
il y a 5 ans,"3,5 étoiles : Une tentative décente de burger de la côte ouest, Burger & Fries est meilleur que la moyenne (mais plus beau qu'autre chose). Rien à redire, mais très peu d'éloges non plus. C’est un hamburger délicieux, mais ne laissez pas son look très instagramable élever vos attentes."
il y a 7 ans,"Parfait. Juste parfait. Si vous êtes comme moi et que vous aimez voyager mais que vous avez le mal du pays pour la cuisine américaine, c'est votre choix économique. Burger and Fries dépassera agréablement vos attentes sans être exagéré. Bref, arrêtez-vous !"
il y a un an,"Bel endroit. Savoureux, bon marché et l'attention était incroyable ! Je recommande si vous souhaitez prendre un repas rapide avec un budget limité."
il y a 5 ans,"Ouvert tard le soir, ce qui est idéal si vous souhaitez manger rapidement après une fête. Il y avait de très bons hamburgers cuisinés, une bien meilleure alternative que d'aller au fast food. Les frites étaient super !"
il y a un an,"Un excellent restaurant avait exactement ce que nous recherchions, des frites au fromage et le milkshake était délicieux ! Le personnel est très gentil et serviable, a eu une expérience très agréable et je le recommande pour une bouchée rapide."
il y a 6 ans,J'ai vraiment apprécié le burger et les frites. On pouvait personnaliser les deux et les ingrédients étaient très bons. La galette n'est pas géniale mais pour la France c'était bon. Le pain et les frites rendaient tout très spécial. …
il y a 2 ans,C'est un très bon restaurant et la nourriture est trop délicieuse
il y a 3 mois,Bon mais c'était servi froid
il y a 6 ans,"Tbh, B&F est l’un de mes spots de burger préférés à Paris. C'est un endroit idéal si vous voulez déguster des hamburgers bon marché et savoureux. Les burgers sont corrects, les buns sont super délicieux, les frites sont bonnes - pas …"
il y a 4 ans,"Le rapport qualité/prix était excellent ! Pour le prix, des burgers vraiment savoureux et super frais et dans la carte. Les frites sont un peu molles mais ont quand même bon goût. La sauce burger est imbattable"
il y a 9 mois,Des hamburgers faits à la main. Je ne peux pas me plaindre de quoi que ce soit.
il y a un an,"Bon burger et frites croustillantes. Cela m'a rappelé In and Out Burger en Californie. Menu, qualité et prix similaires. Personnel sympathique."
il y a 6 ans,La nourriture était prête très rapidement. La qualité est cependant inférieure à la moyenne. Le service est le même. Chose intéressante - ils vous donnent un bip en forme de beignet et il vibre et émet un bip lorsque votre commande est prête à être récupérée.
il y a 4 ans,"Super hamburger et frites de fin de soirée, toilettes propres, service amical.
L'hôte parlait anglais, ce qui était utile.
Nous avons constaté que d'autres restaurants de hamburgers de fin de soirée avaient cessé de servir de nouveaux clients 45 minutes à une heure avant la fermeture."
il y a un an,"Burger super juteux, frites également très savoureuses. Totalement recommandé."
il y a 4 ans,"N'a pas aimé! Burger à la viande TRÈS crue ! Tout est très gras !
Il est peut-être normal que les Français mangent de la viande presque crue, mais comme Paris est une ville touristique, la bonne chose à faire serait de se demander comment est cuite la viande."
il y a 5 ans,"Menu simple et bon marché mais les hamburgers sont délicieux. Ce n'est pas mon type de frites, mais la meilleure moitié les a adorées. Top endroit pour un arrêt rapide."
il y a un an,"Niveau très bas, plein d'huile au goût vieux et trop utilisée, décevante et pas savoureuse, et il n'y a pas assez de propreté dans les lieux"
il y a 7 ans,"Quelle façon de terminer la journée ! C'était vraiment bien! Nous avions des menus doubles cheeseburgers et c'était vraiment savoureux ! Excellent fast food de qualité, je recommande vivement cet endroit ! (20€ pour 2 personnes)"
il y a 5 ans,Bon prix (moins de 10 € pour un repas complet). Nourriture de qualité moyenne mais on en a pour son argent. Les recharges de boissons gratuites sont un plus. Il y a beaucoup de places assises.
il y a 5 ans,"Personnel vraiment sympathique ! Les milkshakes sont incroyables mais le burger végétarien est un peu bizarre. Composé d'oignons, de tomates, de laitue et de fromage. Les petits pains étaient bons :)"
il y a 6 ans,"J'y ai mangé plusieurs fois et c'est toujours délicieux, des burgers frais et d'excellentes frites. Un peu plus cher qu'un fast-food classique mais ça vaut vraiment le coup pour la qualité."
il y a 9 mois,Trois bons !
il y a 7 ans,"Habituellement, je divise une critique de restaurant en quelques domaines tels que la disposition, l'ambiance, le personnel, la nourriture, etc... Mais avec Burger and Fries, la plupart de ces éléments ne semblent pas pertinents. Ce que …"
il y a 5 ans,J'ai dû essayer ce que je pensais être ce que les citoyens de la classe ouvrière moyenne mangeaient quotidiennement et j'ai été complètement surpris par ce superbe repas. Si seulement je pouvais trouver un endroit qui sert ce type de plat …
il y a 4 ans,"Super burgers, service sympathique et rapide, pas trop cher, certainement pas pour Paris et vraiment super local aussi. Je reviendrai certainement ici quand je serai à nouveau à Paris."
il y a 5 ans,J'ai adoré les frites mais le burger était bon aussi !
il y a 6 ans,"La meilleure expérience de burger et frites et bacon et cheddar et oignons et milkshake à Paris. Accueil chaleureux et service rapide. Les ingrédients sont si frais. Et leur bacon est juste ""Dayum dayum DAYUMMMM"". …"
il y a 4 ans,"Client de longue date, a commandé sur Ubereats son nouveau burger au poulet frit : …"
il y a 7 ans,"Bon rapport qualité prix. J'ai eu un shake à la banane et un cheeseburger avec des frites et c'était parfait. Peut être occupé, mais généralement pas trop de monde en dehors des heures de pointe. Hautement recommandé."
il y a 4 ans,Des hamburgers incroyables et un prix très intéressant. Nous avons séjourné à proximité dans un hôtel lors d'une visite à Paris pendant quelques nuits. La nourriture était très rapide à arriver et toujours très fraîche.
il y a 2 ans,"Un petit restaurant de burger avec un lieu très traditionnel, mais son goût est très délicieux. J'ai beaucoup aimé le burger au poulet, et ses prix sont presque adaptés pour un repas d'environ 10 euros."
il y a 7 ans,"De bons hamburgers savoureux. 2 menus 20€, Prix sympa. Dès qu'il n'y a plus de clients, le personnel nettoie les lieux."
il y a un an,Les burgers étaient bons mais les frites pas trop
il y a un an,"Les hamburgers sont ok, rien de très spécial. Bien si vous êtes dans le coin et que vous avez un peu faim, je ne ferais pas l'impossible pour y aller."
il y a 8 mois,"Pas cher, bien fait et bon goût ! Burger juteux !!"
il y a 11 mois,C'était bon 😁 …
il y a 4 mois,N'essayez pas le burger végétarien.
il y a 5 ans,"Des hamburgers frais, asseyez-vous dehors et prenez un petit-déjeuner tranquillement"
il y a 5 ans,La cuisine est bonne et le service est correct.
il y a 5 ans,"Une bonne alternative au fast food habituel, très bon marché pour Paris... ce qui est étrange c'est le burger végé puisqu'il n'y a rien dedans juste de la simple laitue et de la sauce"
il y a un an,"Les meilleurs burgers que j'ai jamais mangés avec des ingrédients frais.
Employés super sympathiques et emplacement et musique agréables👍🏼 …"
il y a 3 ans,"Burgers corrects, pas très chers"
il y a 5 ans,Personnel très sympathique. La carte est simple et les burgers sont super savoureux ! Vous recevez également des recharges sur votre boisson :)
il y a 4 ans,"Pas la saveur la plus fraîche des frites et des hamburgers, le service était médiocre et l'endroit était très petit même si vous cherchez un endroit bon marché."
il y a 2 ans,"Tout est bon, la nourriture est savoureuse, pas si propre qu'elle pourrait l'être, mais ça vaut le coup d'aller manger"
il y a 7 mois,Petites portions. Pas génial. Pas mal aussi.
il y a 4 ans,"Très savoureux, le déjeuner coûtait environ 15 euros, 2 combos avec collation aux pommes de terre et boisson, collation savoureuse."
il y a un an,"Je suis américain et je peux honnêtement dire que c'est l'un des meilleurs hamburgers que j'ai jamais mangé, ainsi que les frites !"
il y a 8 ans,"Meilleur burger de la ville. Prix ​​intéressants, légumes frais, recharges gratuites de boissons. Recommander le MENU 2 ✌🍔 …"
il y a 4 ans,"Très bon hamburger. J'ai payé 10,40 € pour un double cheeseburger, avec des pommes de terre et une boisson gazeuse. Ça vaut le coup."
il y a 8 ans,"IN AND OUT Burger Style et Goût à Paris. Si vous aimez IN AND OUT Doulbe Doulbes qui ne sont malheureusement disponibles qu'aux États-Unis, il existe le substitut européen !! …"
il y a 5 ans,Bouchée très agréable et rapide. Des frites savoureuses. Je ne savais pas où était le ketchup. Combo cheeseburger et cheeseburger avec bacon et jalapeño (marinés non frais).
il y a 3 semaines,"Très bon burger sur Paris, si ce n'est le meilleur que j'ai pu goûter pour le moment. J'y suis passé une deuxième fois avec ma femme qui elle aussi a adoré son burger. …"
il y a un mois,"Des burgers incroyables, avec des ingrédients en quantités plus que généreuses, on a beaucoup apprécié le goat burger, le tom burger et le burger du mois avec sauce au poivre et morbier ! Ils ont aussi du pain sans gluten, c'est chouette de prendre en compte les allergies ou intolérances alimentaires !"
il y a 5 mois,"En toute objectivité c’est les meilleurs burgers que j’ai eu l’occasion de manger de ma vie, le pain est fait maison tout comme leur sauce maison qui est très très bonne, leur viandes sont vraiment de bonne qualité et les desserts valent …"
il y a 2 mois,Des hamburgers excellents à un bon prix. Petit endroit mais agréable. Très bon service de la part du personnel
il y a 4 jours,"C'est la première fois que je mange un burger qui peut se déguster sans que ça ne dégouline partout :-) ET ils sont délicieux. Les frites sont très bonnes, chose rare en France.
Personnel très aimable."
il y a 4 mois,"Très bon burger classique !
J'ai pris la formule cheeseburger + frites"
il y a un mois,"Le burger est incroyable je le mets dans ma liste de burger à tester à Paris.
Le cheddar burger est très savoureux 🤤 on a tout fini.
Le serveur était grave sympa et accueillant.
Le restaurant est en longueur et simpliste on adore 🥰 …"
il y a 2 mois,"Je ne sais pas si le nom est une référence au célèbre fast-food de NYC, à l’emplacement et à l’histoire surprenantes… mais toujours est-il qu’il n’est pas besoin de prendre un vol pour Big Apple pour se délecter avec le même plaisir. …"
il y a une semaine,"Le burger au porc effiloché est juste incroyable, les serveuses très gentilles.
Seul petit point négatif la citronnade pas terrible (il en faut pour tout le monde) mais si vous venez pour vous éclater le bide avec un bon burger c’est …"
il y a 10 mois,"J'ai eu l'occasion de goûter le burger signature de ce restaurant et je dois dire que je suis très impressionné. Tout d'abord, le pain était incroyablement moelleux et frais, ce qui ajoutait une texture agréable à chaque bouchée. La viande …"
il y a un an,"J'ai été installée plus rapidement parceque j'étais toute seule mais, en général, il y a toujours une petite queue pour avoir une table. Mais pour ces burgers, l'attente vaut le coup. Ils sont trop bons ! 😍 …"
il y a 5 mois,"Le personnel était chaleureux, les burgers délicieux. Pas grand chose à redire mise à part qu'on y retournera des qu'on le pourra ☺️🍔 …"
il y a une semaine,Toute petite salle a peine visible. Il y a un peu d'attente avant de manger sur place mais ça vaut le coup. Les plats sont au prix du marché mais surtout les burgers sont finement cuisinés. Il ne s'agit pas d'un énième empilement de …
il y a 4 mois,"Découverte fortuite dans la rue Rambuteau. Il faut dire que la façade de ce restaurant est étroite. Mais ne passez pas devant sans vous y arrêter ☺️
On peut commander un repas à emporter depuis le guichet ou s'installer dans la …"
il y a un an,"Je recommande à 10 000%!! Les burgers sont excellents, pour le rapport qualité/ prix c’est dur de faire mieux! 15€ le burger + les frites + une boisson. Service et serveur hyper sympa!! …"
il y a un mois,"Un accueil très sympathique et décontracté, la salle est petite mais bien agencée. Prix raisonnable compte-tenu de la qualité et de la fraîcheur des produits. De beaux choix dans les différents burgers. Celui à la tomme (""Tom"") était …"
il y a 3 mois,"Très bon burgers. Les pépites de poulet sont délicieuses, tout comme les frites au bleu, et je vous les conseille.
La cuisson saignante est quasi bleue, donc vous voudrez peut-être ajuster. Mais …"
il y a 2 mois,"Excellents burgers. Nous avons pris un burger à la tomme et un au porc effiloché. Très bonne frites et sauce maison. Service très attentif et agréable, prix corrects étant donné la qualité des produits. L’intérieur est petit mais plutôt agréable aussi."
il y a 2 mois,"C'est incontournable dans le quartier. Vraiment super bon. Un conseil : passez par le site web pour pré-commander et éviter l'attente...
Pas beaucoup de place sur place donc plutôt à emporter."
il y a 11 mois,"Une des meilleurs adresses à Paris pour un burger bien fait et bien gourmand. Type smash burger bien juteux et dégoulinant de fromage, cheesy comme il faut. Bun brioché fait maison très moelleux, les recettes et compositions sont très bien …"
il y a 2 mois,Excellent burgers de qualité et personnel très accueillant !
il y a 3 mois,"Bon burger, service rapide, seul bémol, c'est que l'on mange très proche des autres car c'est un petit restaurant."
il y a 2 ans,"Pour moi, l'un des meilleurs burger de Paris. Les frites sont bonnes sans être incroyable, MAIS le burger, lui, il est juste trop bon !
Pain tendre et légèrement toasté, viande top, fromage super bon, sauce bien …"
il y a 4 ans,"Micro restaurant rapidement plein et on comprend vite pourquoi.
Les burgers sont magnifiques, moelleux, gourmands, la carte est courte et bien exécutée. …"
il y a 3 ans,On est venu pour goûter à un des meilleurs burgers 🍔 de Paris et on a été servi ! …
il y a 2 ans,"Excellent ! L'ambiance est très sympa dans un cadre américain rétro. Les burgers sont généreusement garnis, les cuissons sont maîtrisées pour un prix très raisonnable. Le service est très agréable et rapide. Je recommande a tous les fans de burgers !"
il y a un an,"Très bon restaurant les burgers, ils sont très bon, les frites sont aussi délicieuse !
Je conseille le Goat burger ! …"
il y a un an,"Tout petit mais super cool.
Un vrai service chaleureux et simple. De très bons burgers. Cela fait plaisir de partager cet endroit. …"
il y a 6 ans,"Un délice la première fois que j'y suis allée mais moins bon cette fois ci c'est dommage. Le burger cheddar était fade (la viande n'avait pas vraiment de goût) mais les frites étaient très bonnes. 13€ la formule, avec burger frites et …"
il y a un an,"Très bons et fraîches burgers, la service était chalereuse et très rapide. La formule burger, soft et side était à 15€.
🌱+ point positif qu’ils proposent un steak végé qu’il est possible de prendre …"
il y a 2 mois,"A REFAIRE ET A CONSEILLER !!
Excellent burger cuisson parfaite saveurs équilibrées, le petit pain savoureux aussi, vraiment au top …"
il y a 9 mois,"Très bon burger cheddar. Buns maison.
On peut choisir sa cuisson. Les frites fraîches sont très bonnes tout comme votre sauce spéciale rouge épicée. Jeune homme au Service rapide et efficace. Merci !"
il y a 2 ans,"Très bon Pulled Pork Burger, la texture de la viande est parfaite, l'ensemble est très gourmand. La quantité est un peu petite pour les gros mangeurs, mais ça me convenait. Les frites sont bonnes aussi. Un peu d'attente pour avoir une place et la salle est petite."
il y a 5 mois,"Niveau cuisine c'est très bon, on s'est régalé. Niveau prix 20€ pour un Burger frites boisson... ça commence à chiffrer pour du fast-food... et vous attendez pas à vous poser, le cadre ne s'y prête pas. Et à ce prix, on pourrait s'attendre …"
il y a 4 mois,"Le slogan ici est "" Le meilleur burger de la ville ! "" et bien ce n'est pas pour moi 🥴 …"
il y a 5 mois,"Sans ironie, le meilleur burger que j'ai eu à Paris. Tout ici est délicieux : une grande variété de bons burgers avec du fromage régional, d'excellentes frites, de bonnes sauces, de l'eau gratuite. Je mange ici à chaque fois que je fais un voyage à Paris. 10/10."
il y a 2 mois,Mauvaise expérience commande a livrer un Tom burger avec double steak et fromage addition 20€ et me retrouve avec un simple burger avec juste du pain et un steak comme j'habite loin évidemment je l'es dans l'os donc plus jamais eux . De toute manière même a 12 euros un bout de pain et un steak c'est abusé..👎 …
il y a 5 ans,"@leruisseauparis @no_diet_club #burger #cheedar ❤️🍔
.
. …"
il y a 5 ans,"Tout aussi beaux que bons, les burgers du Ruisseau Burger Joint sont une petite dinguerie gustative. Le bacon est croustillant, les buns moelleux, bref, tous les ingrédients (de qualité) sont réunis pour proposer une offre de haute volée. Il n’y a peut-être que la taille des frites à revoir, mais tout ceci est une question de goût..."
il y a 7 mois,"Burger pulled pork excellent, pas sec du tout comme on peut en trouver ailleurs. Les sauces américaines en libre service sont un véritable plus. Service rapide et sympathique."
il y a 3 semaines,"Service efficace et à l'écoute.
Les burgers sont excellents avec des produits de bonnes qualités.
Je recommande fortement"
il y a 2 ans,"Très bons burgers, j'ai beaucoup aimé le GOAT. Pas si petits burgers que ça contrairement à certains commentaires. La salle n'est pas grande c'est sûr nous concernant on a eu de la chance on a pu s'installer. Serveur et serveuse très chaleureux."
il y a 6 ans,"Très bons burgers ! La viande est bonne et cuite à la cuisson souhaitée (ce que tout le monde n'est pas capable de faire :)), le pain est bon, les frites aussi, et la sauce qui accompagne le tout également. Le service est rapide et …"
il y a 5 ans,"Tarifs abordables, service excellent. Le personnel est très aimable et en jettant un coup d'oeil au fond de la salle, vous pourrez voir les cuistots oeuvrer en cuisine. …"
il y a un an,"Excellent burger. J'etais déjà allé au Ruisseau de Levallois. Il ne déroge pas à la règle toujours aussi bon et généreux, autant le burger que les frites."
il y a un an,Nous sommes tombé par hasard sur ce restau. Pour manger un bon burger sur le pouce c'est l'endroit parfait ! Mention spéciale pour le Spicy BBQ qui était délicieux
il y a 6 ans,"Le meilleur burger que j'ai mangé depuis très très longtemps! Endroit petit mais on a rapidement une table. Possibilité de supplément (bacon, guacamole, etc), et la formule n'est pas excessive! Vous avez la possibilité de remplacer la viande par le steak végétarien pour tous les burgers. Le Goat Burger est une tuerie! Vraiment top!"
il y a 11 mois,"Super petit resto de burger.
La viande est délicieuse, et les frites avec leurs sauces maison se mangent avec délices.
Le personnel est sympathique"
il y a 3 mois,"Avoir un serveur qui passe son temps à se plaindre à voix haute à tout les clients du salon parce qu’il n’a pas du temps pour nous servir comme il faut, c’est désespérant. Le type a eu l’audace de me demander un tip à la fin. Ça va pas ou quoi ?!"
il y a un an,"J’ai pris le tom burger, on ne sentait pas la tomme car la moutarde américaine masquait le goût. Dommage !
Mais dans l’ensemble c’était bon avec des ingrédients de qualité."
il y a 4 ans,"Bon cadre, produits de qualités. Malheureusement, ça manque de goût, de saveur, d'une petite touche qui serait propre à leur hamburgers (à mon sens). J'ai découvert, c'était pas mauvais mais pas exceptionnel au point de revenir."
il y a 6 mois,"Très bon restaurant pour des Burger, quantité et qualité top, je recommande."
il y a un an,"J’y vais beaucoup trop souvent. Les burgers sont incroyables et le service aussi. Spéciale dédicace à Pierre, qui gère tout de façon hyper fluide. Respect !"
il y a 5 ans,"très bonne surprise
je viens d essayer le tom burger ( en blanc ) et le cheddar burger ( en jaune )
je suis plutôt agréablement surpris …"
il y a 5 mois,"Excellents hamburgers et frites d'accompagnement dans un cadre pas très cosy. Peu importe, on est très bien accueilli, sourire et convivialité font oublier le cadre qui est tout de même très correct. Tarifs abordables."
il y a 2 mois,Pas mal pour un hamburger.maintenant que big Fernand est médiocre celui ci le dépasse. 16€ avec une frite c edt bien mais on a encore fait après.
il y a 5 ans,"Les burgers sont très bons mais sont petits snif. Frites bien croustillantes et bonnes. Salle ultra petite, on est serré et collé avec les voisins"
il y a 5 ans,"Bon rapport qualité prix, les burgers sont délicieux et les cuissons respectées. Les frites et la sauce qui les accompagne sont excellentes. Service pas très jovial et salle minuscule. Le lieu serait sans doute plus fonctionnel avec une table en moins, ou peut-être avec des tables sur roulettes."
